intervention_id,customer_id,intervention_date,intervention_type,channel_used,outcome,cost_incurred,follow_up_date
IVN-00729-794,SME-2024-00729,2026-06-24,Service Upgrade Offer,WhatsApp,Accepted,500000,2026-07-21
IVN-00731-795,SME-2024-00731,2026-06-01,Executive Check-in,Phone Call,Accepted,250000,2026-06-13
IVN-00733-796,SME-2024-00733,2026-03-14,Loyalty Reward,Visit,Accepted,100000,2026-04-04
IVN-00733-797,SME-2024-00733,2026-04-05,Win-back Call,Phone Call,Accepted,250000,2026-04-25
IVN-00736-798,SME-2024-00736,2026-06-06,Discount Package,WhatsApp,Accepted,100000,2026-06-19
IVN-00737-799,SME-2024-00737,2026-06-17,Win-back Call,Visit,Declined,500000,2026-07-10
IVN-00739-800,SME-2024-00739,2026-06-14,Win-back Call,Phone Call,No Response,500000,2026-06-29
IVN-00740-801,SME-2024-00740,2026-04-02,Loyalty Reward,Email,Accepted,250000,2026-04-09
IVN-00740-802,SME-2024-00740,2026-05-23,Win-back Call,WhatsApp,Partial,250000,2026-06-22
IVN-00741-803,SME-2024-00741,2026-05-13,Retention Offer,Email,Accepted,100000,2026-06-03
IVN-00741-804,SME-2024-00741,2026-06-18,Win-back Call,Visit,Declined,500000,2026-06-25
IVN-00742-805,SME-2024-00742,2026-06-09,Service Upgrade Offer,Phone Call,Accepted,100000,2026-06-27
IVN-00742-806,SME-2024-00742,2026-05-22,Executive Check-in,WhatsApp,Partial,250000,2026-06-13
IVN-00744-807,SME-2024-00744,2026-06-22,Win-back Call,Phone Call,Accepted,100000,2026-07-18
IVN-00744-808,SME-2024-00744,2026-06-13,Retention Offer,Phone Call,No Response,500000,2026-06-30
IVN-00747-809,SME-2024-00747,2026-04-12,Loyalty Reward,Visit,Declined,100000,2026-05-12
IVN-00750-810,SME-2024-00750,2026-04-19,Win-back Call,Visit,Accepted,250000,2026-05-17
IVN-00752-811,SME-2024-00752,2026-06-02,Discount Package,WhatsApp,Accepted,100000,2026-06-27
IVN-00756-812,SME-2024-00756,2026-04-20,Retention Offer,Email,No Response,250000,2026-05-09
IVN-00757-813,SME-2024-00757,2026-05-19,Retention Offer,Visit,Accepted,250000,2026-06-09
IVN-00759-814,SME-2024-00759,2026-06-05,Loyalty Reward,Email,Accepted,500000,2026-06-26
IVN-00760-815,SME-2024-00760,2026-05-03,Service Upgrade Offer,Phone Call,Accepted,250000,2026-05-28
IVN-00761-816,SME-2024-00761,2026-01-23,Service Upgrade Offer,WhatsApp,Accepted,500000,2026-02-18
IVN-00765-817,SME-2024-00765,2026-05-13,Loyalty Reward,Phone Call,Accepted,100000,2026-06-06
IVN-00766-818,SME-2024-00766,2026-02-02,Executive Check-in,Email,Accepted,250000,2026-02-13
IVN-00769-819,SME-2024-00769,2026-06-15,Loyalty Reward,WhatsApp,Accepted,500000,2026-06-25
IVN-00769-820,SME-2024-00769,2026-05-03,Discount Package,Email,Accepted,250000,2026-06-01
IVN-00771-821,SME-2024-00771,2026-05-01,Retention Offer,Visit,Partial,500000,2026-05-14
IVN-00772-822,SME-2024-00772,2026-06-12,Win-back Call,Email,Accepted,500000,2026-07-03
IVN-00773-823,SME-2024-00773,2026-05-06,Service Upgrade Offer,Email,Declined,500000,2026-05-19
IVN-00775-824,SME-2024-00775,2026-06-17,Service Upgrade Offer,WhatsApp,Accepted,250000,2026-07-15
IVN-00776-825,SME-2024-00776,2026-05-10,Loyalty Reward,Email,Declined,100000,2026-06-07
IVN-00777-826,SME-2024-00777,2026-04-22,Discount Package,Visit,No Response,500000,2026-05-12
IVN-00777-827,SME-2024-00777,2026-04-13,Executive Check-in,Phone Call,Accepted,500000,2026-05-08
IVN-00778-828,SME-2024-00778,2026-05-13,Win-back Call,Phone Call,Accepted,500000,2026-05-30
IVN-00778-829,SME-2024-00778,2026-04-22,Executive Check-in,Phone Call,Partial,250000,2026-05-11
IVN-00778-830,SME-2024-00778,2026-06-23,Loyalty Reward,Email,Declined,500000,2026-07-17
IVN-00782-831,SME-2024-00782,2026-06-17,Executive Check-in,WhatsApp,Accepted,250000,2026-07-15
IVN-00785-832,SME-2024-00785,2026-04-15,Service Upgrade Offer,Visit,Accepted,100000,2026-04-26
IVN-00787-833,SME-2024-00787,2026-05-19,Loyalty Reward,Email,Accepted,500000,2026-05-29
IVN-00788-834,SME-2024-00788,2026-01-01,Loyalty Reward,WhatsApp,No Response,500000,2026-01-10
IVN-00790-835,SME-2024-00790,2026-05-16,Loyalty Reward,Email,Declined,250000,2026-06-02
IVN-00791-836,SME-2024-00791,2026-06-02,Discount Package,Visit,Accepted,500000,2026-06-29
IVN-00791-837,SME-2024-00791,2026-06-05,Loyalty Reward,Email,Accepted,500000,2026-06-18
IVN-00791-838,SME-2024-00791,2026-06-17,Executive Check-in,Email,Declined,250000,2026-06-26
IVN-00791-839,SME-2024-00791,2026-06-13,Loyalty Reward,Phone Call,Accepted,250000,2026-06-26
IVN-00792-840,SME-2024-00792,2026-06-08,Retention Offer,Phone Call,No Response,500000,2026-06-16
IVN-00798-841,SME-2024-00798,2026-05-15,Discount Package,Visit,Partial,250000,2026-05-25
IVN-00798-842,SME-2024-00798,2026-05-11,Loyalty Reward,Phone Call,Accepted,100000,2026-05-26
IVN-00799-843,SME-2024-00799,2026-06-15,Service Upgrade Offer,WhatsApp,Declined,500000,2026-07-13
IVN-00799-844,SME-2024-00799,2026-06-13,Win-back Call,Phone Call,Accepted,250000,2026-07-10
IVN-00799-845,SME-2024-00799,2026-06-21,Retention Offer,Phone Call,Accepted,100000,2026-07-11
IVN-00801-846,SME-2024-00801,2026-04-03,Retention Offer,Visit,Accepted,100000,2026-04-25
IVN-00801-847,SME-2024-00801,2026-05-23,Retention Offer,Email,Accepted,500000,2026-06-04
IVN-00802-848,SME-2024-00802,2026-05-22,Service Upgrade Offer,WhatsApp,Accepted,250000,2026-06-05
IVN-00802-849,SME-2024-00802,2026-05-10,Discount Package,Visit,Declined,500000,2026-06-05
IVN-00803-850,SME-2024-00803,2026-05-04,Service Upgrade Offer,Phone Call,Accepted,500000,2026-05-23
IVN-00803-851,SME-2024-00803,2026-03-04,Loyalty Reward,WhatsApp,No Response,100000,2026-03-11
IVN-00809-852,SME-2024-00809,2026-04-12,Executive Check-in,Phone Call,Accepted,100000,2026-04-19
IVN-00810-853,SME-2024-00810,2026-05-24,Retention Offer,WhatsApp,Declined,100000,2026-06-04
IVN-00811-854,SME-2024-00811,2026-05-21,Retention Offer,Phone Call,Declined,500000,2026-06-03
IVN-00812-855,SME-2024-00812,2026-06-03,Loyalty Reward,Email,Accepted,100000,2026-06-23
IVN-00813-856,SME-2024-00813,2026-06-02,Win-back Call,Visit,Partial,250000,2026-06-15
IVN-00813-857,SME-2024-00813,2026-05-22,Executive Check-in,Phone Call,Partial,250000,2026-06-09
IVN-00813-858,SME-2024-00813,2026-04-07,Discount Package,Phone Call,Partial,500000,2026-04-23
IVN-00814-859,SME-2024-00814,2026-05-11,Executive Check-in,Phone Call,Accepted,500000,2026-06-02
IVN-00815-860,SME-2024-00815,2026-04-10,Win-back Call,Phone Call,No Response,100000,2026-04-23
IVN-00815-861,SME-2024-00815,2026-06-12,Service Upgrade Offer,Visit,Accepted,100000,2026-07-02
IVN-00816-862,SME-2024-00816,2026-02-22,Executive Check-in,Phone Call,Declined,250000,2026-03-19
IVN-00818-863,SME-2024-00818,2026-04-14,Discount Package,Email,Accepted,100000,2026-04-24
IVN-00819-864,SME-2024-00819,2026-05-10,Discount Package,Visit,Accepted,500000,2026-06-08
IVN-00819-865,SME-2024-00819,2026-04-07,Retention Offer,Visit,Accepted,100000,2026-04-14
IVN-00821-866,SME-2024-00821,2026-06-06,Service Upgrade Offer,WhatsApp,Declined,250000,2026-06-28
IVN-00821-867,SME-2024-00821,2026-05-12,Executive Check-in,Phone Call,Accepted,250000,2026-06-08
IVN-00822-868,SME-2024-00822,2026-06-21,Win-back Call,Phone Call,Accepted,250000,2026-07-03
IVN-00824-869,SME-2024-00824,2026-06-08,Executive Check-in,Phone Call,Accepted,250000,2026-06-19
IVN-00824-870,SME-2024-00824,2026-02-21,Discount Package,Phone Call,Accepted,100000,2026-02-28
IVN-00825-871,SME-2024-00825,2026-06-18,Win-back Call,Email,Accepted,100000,2026-07-01
IVN-00825-872,SME-2024-00825,2026-05-14,Executive Check-in,Visit,Accepted,100000,2026-05-29
IVN-00826-873,SME-2024-00826,2026-06-16,Retention Offer,Email,Accepted,250000,2026-07-12
IVN-00826-874,SME-2024-00826,2026-05-22,Retention Offer,Visit,Declined,250000,2026-06-14
IVN-00826-875,SME-2024-00826,2026-06-16,Service Upgrade Offer,Phone Call,Partial,100000,2026-06-29
IVN-00827-876,SME-2024-00827,2026-05-14,Executive Check-in,Phone Call,Accepted,250000,2026-06-12
IVN-00827-877,SME-2024-00827,2026-06-01,Executive Check-in,Visit,No Response,100000,2026-06-22
IVN-00828-878,SME-2024-00828,2026-05-15,Loyalty Reward,WhatsApp,Accepted,500000,2026-05-31
IVN-00830-879,SME-2024-00830,2026-04-09,Service Upgrade Offer,WhatsApp,Accepted,500000,2026-04-25
IVN-00830-880,SME-2024-00830,2026-05-17,Win-back Call,WhatsApp,Accepted,500000,2026-06-07
IVN-00832-881,SME-2024-00832,2026-06-06,Retention Offer,Email,No Response,500000,2026-06-23
IVN-00834-882,SME-2024-00834,2026-03-08,Discount Package,Visit,Accepted,100000,2026-03-23
IVN-00834-883,SME-2024-00834,2026-04-10,Executive Check-in,Visit,No Response,250000,2026-04-18
IVN-00839-884,SME-2024-00839,2026-05-06,Win-back Call,Visit,No Response,250000,2026-06-04
IVN-00841-885,SME-2024-00841,2026-05-01,Executive Check-in,WhatsApp,Accepted,250000,2026-05-27
IVN-00841-886,SME-2024-00841,2026-06-16,Loyalty Reward,Visit,Declined,100000,2026-06-23
IVN-00842-887,SME-2024-00842,2026-06-21,Service Upgrade Offer,Visit,Declined,250000,2026-07-15
IVN-00843-888,SME-2024-00843,2026-05-23,Service Upgrade Offer,Email,Accepted,500000,2026-06-07
IVN-00844-889,SME-2024-00844,2026-05-12,Win-back Call,Visit,Accepted,500000,2026-05-23
IVN-00846-890,SME-2024-00846,2026-03-08,Discount Package,WhatsApp,Partial,100000,2026-04-03
IVN-00849-891,SME-2024-00849,2026-06-05,Loyalty Reward,Visit,Declined,250000,2026-06-24
IVN-00850-892,SME-2024-00850,2026-06-03,Executive Check-in,Email,Accepted,100000,2026-07-01
IVN-00851-893,SME-2024-00851,2025-09-04,Discount Package,Phone Call,Accepted,750000,2025-09-18
IVN-00852-894,SME-2024-00852,2026-01-19,Loyalty Reward,Visit,Declined,500000,2026-02-08
IVN-00853-895,SME-2024-00853,2026-03-22,Executive Check-in,Email,No Response,750000,2026-04-15
IVN-00853-896,SME-2024-00853,2025-08-11,Retention Offer,Email,Accepted,750000,2025-09-07
IVN-00853-897,SME-2024-00853,2026-03-03,Loyalty Reward,Visit,Declined,750000,2026-03-24
IVN-00853-898,SME-2024-00853,2025-09-23,Win-back Call,WhatsApp,Declined,1000000,2025-10-21
IVN-00854-899,SME-2024-00854,2026-04-12,Service Upgrade Offer,Visit,Declined,250000,2026-05-01
IVN-00854-900,SME-2024-00854,2025-11-13,Loyalty Reward,Email,Accepted,1000000,2025-11-26
IVN-00854-901,SME-2024-00854,2025-11-02,Win-back Call,WhatsApp,Declined,1000000,2025-11-24
IVN-00854-902,SME-2024-00854,2025-10-13,Service Upgrade Offer,Email,No Response,500000,2025-11-02
IVN-00855-903,SME-2024-00855,2025-10-23,Discount Package,WhatsApp,Accepted,500000,2025-11-16
IVN-00856-904,SME-2024-00856,2025-07-03,Executive Check-in,Phone Call,No Response,500000,2025-07-28
IVN-00856-905,SME-2024-00856,2025-11-11,Executive Check-in,Email,Declined,1000000,2025-11-24
IVN-00856-906,SME-2024-00856,2026-05-16,Executive Check-in,WhatsApp,Accepted,750000,2026-05-26
IVN-00856-907,SME-2024-00856,2026-05-23,Retention Offer,WhatsApp,Accepted,250000,2026-06-14
IVN-00857-908,SME-2024-00857,2026-06-19,Loyalty Reward,Visit,Declined,750000,2026-07-08
IVN-00858-909,SME-2024-00858,2026-02-05,Win-back Call,WhatsApp,Declined,1000000,2026-02-21
IVN-00859-910,SME-2024-00859,2026-04-17,Discount Package,Visit,No Response,500000,2026-04-27
IVN-00859-911,SME-2024-00859,2025-12-20,Service Upgrade Offer,WhatsApp,Partial,1000000,2025-12-27
IVN-00860-912,SME-2024-00860,2026-06-16,Service Upgrade Offer,Phone Call,Accepted,250000,2026-06-23
IVN-00860-913,SME-2024-00860,2026-05-07,Win-back Call,Phone Call,Partial,250000,2026-06-01
IVN-00861-914,SME-2024-00861,2026-03-10,Retention Offer,Email,No Response,1000000,2026-04-02
IVN-00861-915,SME-2024-00861,2026-03-19,Loyalty Reward,WhatsApp,Accepted,750000,2026-03-28
IVN-00862-916,SME-2024-00862,2026-01-18,Executive Check-in,Phone Call,Accepted,1000000,2026-01-30
IVN-00862-917,SME-2024-00862,2026-01-16,Discount Package,Email,Declined,1000000,2026-02-06
IVN-00863-918,SME-2024-00863,2026-06-17,Executive Check-in,WhatsApp,No Response,1000000,2026-06-26
IVN-00863-919,SME-2024-00863,2026-02-06,Executive Check-in,WhatsApp,Declined,1000000,2026-02-26
IVN-00864-920,SME-2024-00864,2025-11-01,Service Upgrade Offer,Phone Call,Declined,750000,2025-11-18
IVN-00864-921,SME-2024-00864,2025-11-08,Win-back Call,Email,Accepted,500000,2025-11-21
IVN-00864-922,SME-2024-00864,2026-06-03,Loyalty Reward,Phone Call,No Response,1000000,2026-06-25
IVN-00864-923,SME-2024-00864,2026-02-04,Executive Check-in,Phone Call,No Response,250000,2026-02-17
IVN-00864-924,SME-2024-00864,2025-07-13,Discount Package,Visit,Accepted,750000,2025-08-11
IVN-00864-925,SME-2024-00864,2025-08-16,Retention Offer,Phone Call,Partial,250000,2025-08-31
IVN-00865-926,SME-2024-00865,2025-10-20,Loyalty Reward,Visit,Declined,250000,2025-11-03
IVN-00865-927,SME-2024-00865,2026-02-14,Win-back Call,Email,Declined,1000000,2026-02-25
IVN-00866-928,SME-2024-00866,2025-11-19,Loyalty Reward,WhatsApp,Declined,1000000,2025-12-15
IVN-00866-929,SME-2024-00866,2025-08-09,Loyalty Reward,Visit,No Response,1000000,2025-08-22
IVN-00867-930,SME-2024-00867,2025-12-11,Win-back Call,Phone Call,Partial,1000000,2026-01-02
IVN-00867-931,SME-2024-00867,2026-02-23,Discount Package,Email,Accepted,500000,2026-03-17
IVN-00867-932,SME-2024-00867,2025-10-11,Service Upgrade Offer,Phone Call,Accepted,500000,2025-11-06
IVN-00867-933,SME-2024-00867,2025-12-01,Executive Check-in,Email,Declined,1000000,2025-12-11
IVN-00868-934,SME-2024-00868,2025-09-05,Discount Package,WhatsApp,Partial,250000,2025-09-29
IVN-00869-935,SME-2024-00869,2025-09-17,Loyalty Reward,WhatsApp,Accepted,1000000,2025-09-27
IVN-00869-936,SME-2024-00869,2026-05-08,Discount Package,Phone Call,Partial,500000,2026-05-24
IVN-00869-937,SME-2024-00869,2025-11-03,Executive Check-in,WhatsApp,Declined,750000,2025-11-24
IVN-00870-938,SME-2024-00870,2026-03-11,Retention Offer,WhatsApp,No Response,750000,2026-03-27
IVN-00872-939,SME-2024-00872,2025-12-01,Win-back Call,WhatsApp,Partial,500000,2025-12-28
IVN-00872-940,SME-2024-00872,2025-12-05,Service Upgrade Offer,Phone Call,Declined,1000000,2025-12-16
IVN-00873-941,SME-2024-00873,2025-07-17,Executive Check-in,Visit,No Response,500000,2025-08-14
IVN-00874-942,SME-2024-00874,2026-03-14,Win-back Call,WhatsApp,Partial,750000,2026-03-31
IVN-00875-943,SME-2024-00875,2025-08-03,Service Upgrade Offer,WhatsApp,No Response,750000,2025-08-24
IVN-00875-944,SME-2024-00875,2025-09-07,Loyalty Reward,WhatsApp,Accepted,250000,2025-09-22
IVN-00875-945,SME-2024-00875,2026-04-09,Discount Package,WhatsApp,No Response,500000,2026-05-03
IVN-00875-946,SME-2024-00875,2025-07-24,Retention Offer,Visit,Declined,750000,2025-08-15
IVN-00875-947,SME-2024-00875,2025-08-13,Discount Package,Visit,Declined,500000,2025-09-08
IVN-00876-948,SME-2024-00876,2025-09-18,Win-back Call,WhatsApp,Declined,1000000,2025-10-08
IVN-00877-949,SME-2024-00877,2025-12-17,Discount Package,Phone Call,No Response,750000,2026-01-06
IVN-00877-950,SME-2024-00877,2025-11-24,Retention Offer,Email,Partial,1000000,2025-12-24
IVN-00877-951,SME-2024-00877,2026-05-03,Discount Package,Visit,Accepted,250000,2026-05-18
IVN-00877-952,SME-2024-00877,2025-12-19,Win-back Call,WhatsApp,No Response,1000000,2026-01-11
IVN-00878-953,SME-2024-00878,2025-08-16,Discount Package,WhatsApp,Declined,750000,2025-08-24
IVN-00878-954,SME-2024-00878,2025-07-20,Retention Offer,Phone Call,Partial,1000000,2025-07-30
IVN-00879-955,SME-2024-00879,2026-06-07,Discount Package,Phone Call,Declined,500000,2026-06-15
IVN-00879-956,SME-2024-00879,2025-12-11,Loyalty Reward,Visit,No Response,750000,2026-01-02
IVN-00879-957,SME-2024-00879,2025-10-18,Retention Offer,WhatsApp,No Response,750000,2025-11-04
IVN-00879-958,SME-2024-00879,2026-05-06,Executive Check-in,Phone Call,Accepted,750000,2026-05-17
IVN-00880-959,SME-2024-00880,2025-09-23,Service Upgrade Offer,Visit,No Response,1000000,2025-10-22
IVN-00880-960,SME-2024-00880,2026-04-11,Executive Check-in,WhatsApp,Declined,500000,2026-04-24
IVN-00881-961,SME-2024-00881,2026-04-09,Win-back Call,Email,No Response,500000,2026-04-17
IVN-00881-962,SME-2024-00881,2026-04-08,Loyalty Reward,Email,Declined,750000,2026-05-05
IVN-00882-963,SME-2024-00882,2025-12-02,Win-back Call,WhatsApp,No Response,500000,2025-12-11
IVN-00882-964,SME-2024-00882,2026-04-20,Retention Offer,WhatsApp,No Response,1000000,2026-05-18
IVN-00883-965,SME-2024-00883,2026-02-17,Win-back Call,WhatsApp,No Response,250000,2026-03-18
IVN-00883-966,SME-2024-00883,2026-05-15,Retention Offer,WhatsApp,Partial,500000,2026-05-24
IVN-00883-967,SME-2024-00883,2026-02-21,Win-back Call,Visit,No Response,1000000,2026-03-14
IVN-00883-968,SME-2024-00883,2026-06-08,Loyalty Reward,WhatsApp,Declined,1000000,2026-07-07
IVN-00884-969,SME-2024-00884,2025-12-16,Service Upgrade Offer,Visit,Partial,750000,2026-01-04
IVN-00884-970,SME-2024-00884,2025-11-24,Service Upgrade Offer,Visit,No Response,750000,2025-12-15
IVN-00885-971,SME-2024-00885,2025-08-09,Retention Offer,Phone Call,No Response,750000,2025-09-08
IVN-00885-972,SME-2024-00885,2026-05-17,Executive Check-in,Phone Call,Accepted,1000000,2026-05-25
IVN-00886-973,SME-2024-00886,2026-01-07,Loyalty Reward,Phone Call,Declined,250000,2026-02-05
IVN-00887-974,SME-2024-00887,2026-04-09,Service Upgrade Offer,Email,No Response,500000,2026-04-29
IVN-00887-975,SME-2024-00887,2025-11-04,Executive Check-in,WhatsApp,Accepted,1000000,2025-11-14
IVN-00888-976,SME-2024-00888,2025-09-04,Retention Offer,WhatsApp,Accepted,750000,2025-09-22
IVN-00889-977,SME-2024-00889,2025-11-16,Win-back Call,Email,Accepted,250000,2025-12-14
IVN-00889-978,SME-2024-00889,2025-07-07,Retention Offer,WhatsApp,No Response,250000,2025-07-20
IVN-00890-979,SME-2024-00890,2025-11-13,Win-back Call,WhatsApp,Declined,1000000,2025-11-27
IVN-00890-980,SME-2024-00890,2025-07-20,Service Upgrade Offer,Visit,Partial,750000,2025-07-30
IVN-00891-981,SME-2024-00891,2026-02-16,Executive Check-in,WhatsApp,Accepted,250000,2026-03-18
IVN-00891-982,SME-2024-00891,2025-11-05,Win-back Call,Phone Call,Accepted,250000,2025-11-26
IVN-00891-983,SME-2024-00891,2025-10-12,Executive Check-in,Phone Call,No Response,500000,2025-11-03
IVN-00891-984,SME-2024-00891,2026-02-15,Loyalty Reward,Phone Call,Accepted,1000000,2026-03-03
IVN-00891-985,SME-2024-00891,2026-01-16,Win-back Call,Email,Declined,750000,2026-02-05
IVN-00892-986,SME-2024-00892,2026-02-24,Service Upgrade Offer,Phone Call,Accepted,750000,2026-03-24
IVN-00892-987,SME-2024-00892,2025-10-02,Service Upgrade Offer,Email,Accepted,500000,2025-10-13
IVN-00892-988,SME-2024-00892,2025-12-03,Loyalty Reward,Visit,Accepted,750000,2025-12-14
IVN-00893-989,SME-2024-00893,2025-11-02,Service Upgrade Offer,WhatsApp,Partial,1000000,2025-11-26
IVN-00893-990,SME-2024-00893,2025-07-11,Discount Package,Phone Call,Accepted,500000,2025-08-03
IVN-00894-991,SME-2024-00894,2026-05-14,Executive Check-in,WhatsApp,Declined,500000,2026-06-12
IVN-00894-992,SME-2024-00894,2025-12-10,Discount Package,Email,Accepted,250000,2025-12-24
IVN-00895-993,SME-2024-00895,2026-05-18,Service Upgrade Offer,Visit,Accepted,1000000,2026-06-17
IVN-00895-994,SME-2024-00895,2025-09-15,Executive Check-in,Phone Call,Accepted,500000,2025-10-02
IVN-00896-995,SME-2024-00896,2026-04-17,Executive Check-in,WhatsApp,Partial,500000,2026-04-26
IVN-00897-996,SME-2024-00897,2025-11-11,Win-back Call,Visit,Declined,1000000,2025-11-25
IVN-00897-997,SME-2024-00897,2025-11-06,Retention Offer,Visit,Declined,250000,2025-11-17
IVN-00897-998,SME-2024-00897,2025-10-14,Executive Check-in,Visit,Accepted,250000,2025-11-04
IVN-00897-999,SME-2024-00897,2026-02-24,Retention Offer,Visit,Declined,500000,2026-03-08
IVN-00897-1000,SME-2024-00897,2026-04-09,Retention Offer,Phone Call,No Response,250000,2026-05-05
IVN-00897-1001,SME-2024-00897,2025-11-03,Loyalty Reward,WhatsApp,Partial,500000,2025-11-13
IVN-00898-1002,SME-2024-00898,2025-11-19,Service Upgrade Offer,Visit,No Response,750000,2025-12-04
IVN-00898-1003,SME-2024-00898,2026-04-11,Loyalty Reward,Email,Partial,500000,2026-04-19
IVN-00900-1004,SME-2024-00900,2025-11-15,Win-back Call,Phone Call,Declined,750000,2025-12-10
IVN-00900-1005,SME-2024-00900,2025-08-01,Retention Offer,Visit,No Response,1000000,2025-08-18
IVN-00901-1006,SME-2024-00901,2026-01-17,Executive Check-in,WhatsApp,No Response,250000,2026-02-07
IVN-00902-1007,SME-2024-00902,2025-12-06,Executive Check-in,Visit,Accepted,750000,2026-01-04
IVN-00902-1008,SME-2024-00902,2025-08-21,Win-back Call,Phone Call,Accepted,750000,2025-09-15
IVN-00903-1009,SME-2024-00903,2025-08-23,Retention Offer,Email,Accepted,1000000,2025-09-22
IVN-00903-1010,SME-2024-00903,2025-10-03,Win-back Call,Phone Call,Partial,750000,2025-10-13
IVN-00903-1011,SME-2024-00903,2026-06-15,Loyalty Reward,WhatsApp,No Response,250000,2026-06-23
IVN-00903-1012,SME-2024-00903,2025-10-13,Service Upgrade Offer,Phone Call,Accepted,250000,2025-10-29
IVN-00904-1013,SME-2024-00904,2025-07-22,Service Upgrade Offer,Email,Declined,500000,2025-08-19
IVN-00905-1014,SME-2024-00905,2026-01-09,Win-back Call,Visit,Declined,250000,2026-01-28
IVN-00905-1015,SME-2024-00905,2026-02-21,Executive Check-in,Email,Declined,750000,2026-03-23
IVN-00905-1016,SME-2024-00905,2026-06-05,Win-back Call,WhatsApp,Partial,1000000,2026-06-27
IVN-00905-1017,SME-2024-00905,2025-08-24,Retention Offer,Email,No Response,1000000,2025-09-12
IVN-00905-1018,SME-2024-00905,2025-09-17,Retention Offer,Phone Call,Declined,1000000,2025-10-06
IVN-00906-1019,SME-2024-00906,2025-08-18,Executive Check-in,Email,No Response,250000,2025-09-09
IVN-00906-1020,SME-2024-00906,2025-08-03,Service Upgrade Offer,Visit,Declined,750000,2025-08-19
IVN-00906-1021,SME-2024-00906,2025-10-11,Service Upgrade Offer,Phone Call,Declined,750000,2025-10-25
IVN-00906-1022,SME-2024-00906,2026-05-23,Win-back Call,Visit,Declined,750000,2026-06-15
IVN-00906-1023,SME-2024-00906,2025-11-17,Service Upgrade Offer,WhatsApp,No Response,1000000,2025-11-29
IVN-00907-1024,SME-2024-00907,2026-01-12,Executive Check-in,WhatsApp,No Response,500000,2026-01-31
IVN-00908-1025,SME-2024-00908,2025-11-24,Win-back Call,Phone Call,Accepted,500000,2025-12-15
IVN-00908-1026,SME-2024-00908,2026-03-18,Retention Offer,Phone Call,Accepted,750000,2026-04-06
IVN-00909-1027,SME-2024-00909,2026-04-01,Service Upgrade Offer,Phone Call,Partial,1000000,2026-04-10
IVN-00909-1028,SME-2024-00909,2025-12-11,Discount Package,Phone Call,No Response,250000,2025-12-28
IVN-00910-1029,SME-2024-00910,2025-10-16,Win-back Call,Email,Accepted,1000000,2025-10-29
IVN-00910-1030,SME-2024-00910,2026-04-11,Service Upgrade Offer,Phone Call,Accepted,1000000,2026-05-02
IVN-00910-1031,SME-2024-00910,2026-02-06,Loyalty Reward,Email,Accepted,750000,2026-02-15
IVN-00911-1032,SME-2024-00911,2025-11-02,Executive Check-in,WhatsApp,Accepted,1000000,2025-11-13
IVN-00911-1033,SME-2024-00911,2025-10-02,Win-back Call,Phone Call,Declined,250000,2025-10-17
IVN-00912-1034,SME-2024-00912,2026-05-15,Service Upgrade Offer,Email,Accepted,500000,2026-06-06
IVN-00914-1035,SME-2024-00914,2026-01-19,Loyalty Reward,WhatsApp,No Response,250000,2026-01-26
IVN-00914-1036,SME-2024-00914,2026-06-14,Loyalty Reward,WhatsApp,Accepted,1000000,2026-07-13
IVN-00915-1037,SME-2024-00915,2026-01-17,Executive Check-in,Phone Call,Accepted,1000000,2026-02-05
IVN-00916-1038,SME-2024-00916,2025-10-22,Executive Check-in,Email,Accepted,750000,2025-11-17
IVN-00916-1039,SME-2024-00916,2025-08-01,Win-back Call,WhatsApp,Declined,750000,2025-08-19
IVN-00916-1040,SME-2024-00916,2025-12-07,Discount Package,WhatsApp,No Response,750000,2025-12-21
IVN-00916-1041,SME-2024-00916,2026-01-10,Discount Package,Visit,No Response,500000,2026-01-19
IVN-00916-1042,SME-2024-00916,2026-01-23,Loyalty Reward,Email,Partial,1000000,2026-01-31
IVN-00916-1043,SME-2024-00916,2026-05-05,Service Upgrade Offer,Visit,No Response,750000,2026-05-18
IVN-00917-1044,SME-2024-00917,2025-11-10,Discount Package,Visit,No Response,250000,2025-11-30
IVN-00918-1045,SME-2024-00918,2026-01-11,Service Upgrade Offer,WhatsApp,Declined,750000,2026-02-07
IVN-00918-1046,SME-2024-00918,2026-02-17,Retention Offer,Email,Accepted,750000,2026-03-04
IVN-00918-1047,SME-2024-00918,2025-10-15,Discount Package,Phone Call,No Response,500000,2025-11-08
IVN-00918-1048,SME-2024-00918,2026-05-02,Loyalty Reward,Visit,Accepted,1000000,2026-05-24
IVN-00919-1049,SME-2024-00919,2025-11-07,Win-back Call,Phone Call,Accepted,750000,2025-11-26
IVN-00919-1050,SME-2024-00919,2025-12-20,Loyalty Reward,Phone Call,Declined,750000,2026-01-05
IVN-00920-1051,SME-2024-00920,2026-01-09,Executive Check-in,Email,Declined,1000000,2026-02-03
IVN-00920-1052,SME-2024-00920,2025-07-01,Win-back Call,WhatsApp,No Response,750000,2025-07-16
IVN-00920-1053,SME-2024-00920,2026-06-10,Retention Offer,Visit,Declined,750000,2026-07-01
IVN-00922-1054,SME-2024-00922,2026-02-13,Loyalty Reward,Visit,Declined,750000,2026-02-28
IVN-00922-1055,SME-2024-00922,2026-04-18,Loyalty Reward,Email,No Response,500000,2026-05-06
IVN-00922-1056,SME-2024-00922,2025-07-03,Discount Package,Visit,Accepted,750000,2025-07-15
