metric_id,customer_id,period_month,bandwidth_utilization_pct,avg_daily_usage_hours,peak_usage_trend,service_downtime_minutes,support_ticket_count,feature_adoption_score
USE-00593-202512,SME-2024-00593,2025-12,79.5,11.4,Fluktuatif,12,3,10
USE-00593-202601,SME-2024-00593,2026-01,79.4,12.1,Fluktuatif,34,1,10
USE-00593-202602,SME-2024-00593,2026-02,78.3,11.8,Fluktuatif,11,2,10
USE-00593-202603,SME-2024-00593,2026-03,81.1,12.3,Fluktuatif,47,1,10
USE-00593-202604,SME-2024-00593,2026-04,80.4,12.6,Stabil,1,0,9
USE-00593-202605,SME-2024-00593,2026-05,83.2,12.4,Stabil,65,2,9
USE-00593-202606,SME-2024-00593,2026-06,80.9,12.5,Stabil,34,1,10
USE-00594-202507,SME-2024-00594,2025-07,78.9,12.0,Fluktuatif,43,0,8
USE-00594-202508,SME-2024-00594,2025-08,78.9,12.1,Fluktuatif,21,1,8
USE-00594-202509,SME-2024-00594,2025-09,81.5,11.9,Stabil,28,2,8
USE-00594-202510,SME-2024-00594,2025-10,78.2,11.3,Stabil,22,1,8
USE-00594-202511,SME-2024-00594,2025-11,81.2,12.0,Stabil,23,1,8
USE-00594-202512,SME-2024-00594,2025-12,80.4,12.7,Stabil,14,0,8
USE-00594-202601,SME-2024-00594,2026-01,79.2,11.2,Stabil,116,4,7
USE-00594-202602,SME-2024-00594,2026-02,80.0,12.1,Fluktuatif,8,1,8
USE-00594-202603,SME-2024-00594,2026-03,81.5,12.3,Stabil,8,1,8
USE-00594-202604,SME-2024-00594,2026-04,80.6,11.6,Stabil,64,3,8
USE-00594-202605,SME-2024-00594,2026-05,80.9,12.5,Stabil,22,1,8
USE-00594-202606,SME-2024-00594,2026-06,78.6,12.4,Stabil,5,1,8
USE-00595-202507,SME-2024-00595,2025-07,80.3,12.0,Stabil,46,0,7
USE-00595-202508,SME-2024-00595,2025-08,78.9,11.3,Stabil,19,0,8
USE-00595-202509,SME-2024-00595,2025-09,79.8,11.8,Stabil,4,0,7
USE-00595-202510,SME-2024-00595,2025-10,79.0,11.6,Stabil,60,1,7
USE-00595-202511,SME-2024-00595,2025-11,78.2,11.6,Stabil,15,1,8
USE-00595-202512,SME-2024-00595,2025-12,78.4,11.8,Stabil,18,1,7
USE-00595-202601,SME-2024-00595,2026-01,77.0,12.3,Stabil,136,5,8
USE-00595-202602,SME-2024-00595,2026-02,76.9,11.2,Fluktuatif,38,3,8
USE-00595-202603,SME-2024-00595,2026-03,74.2,11.2,Stabil,39,4,7
USE-00595-202604,SME-2024-00595,2026-04,78.0,11.6,Stabil,10,1,8
USE-00595-202605,SME-2024-00595,2026-05,77.3,11.8,Stabil,36,2,7
USE-00595-202606,SME-2024-00595,2026-06,74.9,11.4,Fluktuatif,55,1,7
USE-00596-202507,SME-2024-00596,2025-07,84.1,12.9,Stabil,11,0,9
USE-00596-202508,SME-2024-00596,2025-08,85.5,13.3,Stabil,24,2,10
USE-00596-202509,SME-2024-00596,2025-09,88.2,14.1,Fluktuatif,79,3,10
USE-00596-202510,SME-2024-00596,2025-10,85.5,14.4,Fluktuatif,21,1,10
USE-00596-202511,SME-2024-00596,2025-11,83.5,12.6,Stabil,30,1,10
USE-00596-202512,SME-2024-00596,2025-12,84.3,12.4,Stabil,6,2,10
USE-00596-202601,SME-2024-00596,2026-01,85.2,13.5,Stabil,106,1,9
USE-00596-202602,SME-2024-00596,2026-02,83.1,12.8,Stabil,54,0,9
USE-00596-202603,SME-2024-00596,2026-03,82.8,12.5,Stabil,30,2,10
USE-00596-202604,SME-2024-00596,2026-04,82.6,13.2,Stabil,14,0,10
USE-00596-202605,SME-2024-00596,2026-05,85.7,12.1,Fluktuatif,12,2,10
USE-00596-202606,SME-2024-00596,2026-06,80.1,12.1,Fluktuatif,59,0,9
USE-00597-202507,SME-2024-00597,2025-07,81.8,12.0,Stabil,49,1,8
USE-00597-202508,SME-2024-00597,2025-08,76.2,11.6,Stabil,40,1,7
USE-00597-202509,SME-2024-00597,2025-09,80.1,12.0,Stabil,46,1,7
USE-00597-202510,SME-2024-00597,2025-10,75.6,11.5,Fluktuatif,52,2,7
USE-00597-202511,SME-2024-00597,2025-11,79.2,11.3,Fluktuatif,77,1,7
USE-00597-202512,SME-2024-00597,2025-12,80.3,11.7,Stabil,70,1,7
USE-00597-202601,SME-2024-00597,2026-01,84.2,12.8,Fluktuatif,10,0,8
USE-00597-202602,SME-2024-00597,2026-02,79.6,12.4,Stabil,15,4,7
USE-00597-202603,SME-2024-00597,2026-03,76.2,12.0,Stabil,3,3,7
USE-00597-202604,SME-2024-00597,2026-04,77.8,12.2,Fluktuatif,15,2,8
USE-00597-202605,SME-2024-00597,2026-05,80.1,12.2,Stabil,63,2,7
USE-00597-202606,SME-2024-00597,2026-06,80.0,12.7,Stabil,21,1,8
USE-00598-202507,SME-2024-00598,2025-07,76.7,11.2,Stabil,4,1,8
USE-00598-202508,SME-2024-00598,2025-08,75.0,10.8,Fluktuatif,51,1,8
USE-00598-202509,SME-2024-00598,2025-09,72.9,11.0,Stabil,12,3,9
USE-00598-202510,SME-2024-00598,2025-10,77.4,12.2,Stabil,32,2,8
USE-00598-202511,SME-2024-00598,2025-11,78.9,11.6,Fluktuatif,17,1,9
USE-00598-202512,SME-2024-00598,2025-12,78.0,12.4,Stabil,35,0,8
USE-00598-202601,SME-2024-00598,2026-01,81.6,12.1,Stabil,12,0,8
USE-00598-202602,SME-2024-00598,2026-02,78.1,11.0,Stabil,70,2,8
USE-00598-202603,SME-2024-00598,2026-03,76.8,11.1,Fluktuatif,13,0,8
USE-00598-202604,SME-2024-00598,2026-04,75.8,12.2,Fluktuatif,10,2,8
USE-00598-202605,SME-2024-00598,2026-05,82.6,12.6,Fluktuatif,110,2,7
USE-00598-202606,SME-2024-00598,2026-06,77.8,11.9,Stabil,17,1,9
USE-00599-202507,SME-2024-00599,2025-07,92.6,14.8,Stabil,18,2,7
USE-00599-202508,SME-2024-00599,2025-08,90.9,13.5,Stabil,124,1,6
USE-00599-202509,SME-2024-00599,2025-09,87.7,13.6,Stabil,23,5,6
USE-00599-202510,SME-2024-00599,2025-10,92.6,12.9,Stabil,19,1,7
USE-00599-202511,SME-2024-00599,2025-11,91.1,12.6,Stabil,5,0,7
USE-00599-202512,SME-2024-00599,2025-12,92.8,13.7,Stabil,27,0,7
USE-00599-202601,SME-2024-00599,2026-01,89.2,12.8,Stabil,28,2,6
USE-00599-202602,SME-2024-00599,2026-02,93.0,13.6,Fluktuatif,3,2,7
USE-00599-202603,SME-2024-00599,2026-03,92.3,13.7,Stabil,22,2,6
USE-00599-202604,SME-2024-00599,2026-04,90.2,13.8,Stabil,16,2,6
USE-00599-202605,SME-2024-00599,2026-05,94.1,13.5,Stabil,23,1,6
USE-00599-202606,SME-2024-00599,2026-06,93.7,13.5,Fluktuatif,11,0,7
USE-00600-202507,SME-2024-00600,2025-07,73.2,11.2,Stabil,16,0,8
USE-00600-202508,SME-2024-00600,2025-08,73.7,10.7,Stabil,17,1,8
USE-00600-202509,SME-2024-00600,2025-09,69.1,10.0,Fluktuatif,16,1,8
USE-00600-202510,SME-2024-00600,2025-10,65.5,10.0,Fluktuatif,29,1,7
USE-00600-202511,SME-2024-00600,2025-11,69.5,10.7,Stabil,38,3,7
USE-00600-202512,SME-2024-00600,2025-12,70.1,11.0,Stabil,4,2,7
USE-00600-202601,SME-2024-00600,2026-01,72.4,11.1,Stabil,11,0,8
USE-00600-202602,SME-2024-00600,2026-02,71.5,10.6,Stabil,8,0,8
USE-00600-202603,SME-2024-00600,2026-03,68.3,9.7,Stabil,127,0,8
USE-00600-202604,SME-2024-00600,2026-04,69.9,9.6,Stabil,14,1,7
USE-00600-202605,SME-2024-00600,2026-05,71.2,10.8,Fluktuatif,113,6,8
USE-00600-202606,SME-2024-00600,2026-06,69.8,9.7,Stabil,7,0,8
USE-00601-202602,SME-2024-00601,2026-02,33.3,5.0,Naik,30,2,4
USE-00601-202603,SME-2024-00601,2026-03,39.7,5.5,Naik,164,2,4
USE-00601-202604,SME-2024-00601,2026-04,39.7,4.5,Naik,10,2,5
USE-00601-202605,SME-2024-00601,2026-05,40.0,6.2,Naik,18,2,5
USE-00601-202606,SME-2024-00601,2026-06,43.8,7.0,Naik,16,1,6
USE-00602-202606,SME-2024-00602,2026-06,41.0,6.1,Naik,52,2,2
USE-00603-202606,SME-2024-00603,2026-06,51.1,7.3,Naik,15,2,4
USE-00604-202602,SME-2024-00604,2026-02,43.1,6.5,Naik,2,2,3
USE-00604-202603,SME-2024-00604,2026-03,47.7,7.7,Naik,60,2,4
USE-00604-202604,SME-2024-00604,2026-04,42.0,6.6,Naik,9,0,4
USE-00604-202605,SME-2024-00604,2026-05,44.4,6.1,Naik,9,3,4
USE-00604-202606,SME-2024-00604,2026-06,46.6,6.9,Naik,68,1,4
USE-00605-202606,SME-2024-00605,2026-06,61.2,9.9,Naik,1,3,5
USE-00606-202605,SME-2024-00606,2026-05,47.0,6.1,Fluktuatif,20,2,2
USE-00606-202606,SME-2024-00606,2026-06,44.6,6.8,Stabil,54,3,3
USE-00607-202605,SME-2024-00607,2026-05,52.0,7.3,Naik,1,0,2
USE-00607-202606,SME-2024-00607,2026-06,54.7,8.2,Naik,186,2,4
USE-00608-202601,SME-2024-00608,2026-01,40.0,5.6,Naik,28,6,4
USE-00608-202602,SME-2024-00608,2026-02,42.0,6.7,Naik,50,2,4
USE-00608-202603,SME-2024-00608,2026-03,42.4,6.6,Naik,45,3,4
USE-00608-202604,SME-2024-00608,2026-04,45.6,6.8,Naik,62,5,5
USE-00608-202605,SME-2024-00608,2026-05,43.1,6.8,Naik,74,2,5
USE-00608-202606,SME-2024-00608,2026-06,48.1,6.8,Naik,103,5,6
USE-00609-202602,SME-2024-00609,2026-02,33.6,5.6,Naik,19,2,4
USE-00609-202603,SME-2024-00609,2026-03,30.9,5.0,Naik,68,2,3
USE-00609-202604,SME-2024-00609,2026-04,38.0,5.2,Naik,4,1,4
USE-00609-202605,SME-2024-00609,2026-05,38.3,5.2,Naik,12,4,5
USE-00609-202606,SME-2024-00609,2026-06,37.7,5.7,Naik,4,1,4
USE-00610-202601,SME-2024-00610,2026-01,49.9,7.9,Naik,36,2,4
USE-00610-202602,SME-2024-00610,2026-02,53.5,8.1,Naik,27,4,4
USE-00610-202603,SME-2024-00610,2026-03,54.0,7.8,Naik,44,1,4
USE-00610-202604,SME-2024-00610,2026-04,56.8,9.1,Naik,213,4,5
USE-00610-202605,SME-2024-00610,2026-05,59.1,9.5,Naik,132,2,6
USE-00610-202606,SME-2024-00610,2026-06,60.5,10.2,Naik,18,1,5
USE-00611-202606,SME-2024-00611,2026-06,43.7,6.6,Naik,44,4,3
USE-00612-202604,SME-2024-00612,2026-04,40.4,6.1,Naik,100,2,3
USE-00612-202605,SME-2024-00612,2026-05,42.2,6.0,Naik,12,2,3
USE-00612-202606,SME-2024-00612,2026-06,44.1,5.9,Naik,17,4,3
USE-00613-202605,SME-2024-00613,2026-05,42.0,6.4,Naik,149,0,3
USE-00613-202606,SME-2024-00613,2026-06,45.3,6.2,Naik,2,4,4
USE-00614-202606,SME-2024-00614,2026-06,50.4,7.6,Naik,91,3,5
USE-00615-202603,SME-2024-00615,2026-03,42.7,6.8,Naik,11,3,2
USE-00615-202604,SME-2024-00615,2026-04,39.1,6.6,Naik,66,2,4
USE-00615-202605,SME-2024-00615,2026-05,41.7,6.4,Naik,7,0,3
USE-00615-202606,SME-2024-00615,2026-06,47.5,6.7,Naik,3,4,4
USE-00616-202603,SME-2024-00616,2026-03,45.6,6.6,Stabil,70,0,3
USE-00616-202604,SME-2024-00616,2026-04,45.4,6.6,Stabil,15,2,3
USE-00616-202605,SME-2024-00616,2026-05,43.4,6.5,Stabil,43,5,4
USE-00616-202606,SME-2024-00616,2026-06,44.4,7.0,Fluktuatif,88,5,4
USE-00617-202605,SME-2024-00617,2026-05,43.6,7.0,Fluktuatif,37,3,2
USE-00617-202606,SME-2024-00617,2026-06,43.0,6.6,Stabil,38,3,3
USE-00618-202604,SME-2024-00618,2026-04,40.7,5.9,Stabil,5,4,3
USE-00618-202605,SME-2024-00618,2026-05,45.9,7.6,Stabil,20,2,2
USE-00618-202606,SME-2024-00618,2026-06,48.8,7.4,Stabil,84,2,3
USE-00619-202605,SME-2024-00619,2026-05,42.7,5.6,Naik,20,1,4
USE-00619-202606,SME-2024-00619,2026-06,44.1,6.9,Naik,68,4,3
USE-00620-202605,SME-2024-00620,2026-05,37.2,6.7,Stabil,52,4,4
USE-00620-202606,SME-2024-00620,2026-06,36.4,5.8,Stabil,29,1,4
USE-00621-202603,SME-2024-00621,2026-03,44.5,6.8,Stabil,13,0,3
USE-00621-202604,SME-2024-00621,2026-04,48.9,8.1,Stabil,72,1,2
USE-00621-202605,SME-2024-00621,2026-05,47.7,8.1,Fluktuatif,12,6,4
USE-00621-202606,SME-2024-00621,2026-06,45.9,7.3,Stabil,13,5,3
USE-00622-202604,SME-2024-00622,2026-04,52.6,7.7,Naik,16,2,3
USE-00622-202605,SME-2024-00622,2026-05,56.6,8.7,Naik,1,1,3
USE-00622-202606,SME-2024-00622,2026-06,56.0,7.6,Naik,50,1,5
USE-00623-202605,SME-2024-00623,2026-05,42.2,6.9,Naik,164,6,3
USE-00623-202606,SME-2024-00623,2026-06,42.1,6.7,Naik,11,2,4
USE-00624-202606,SME-2024-00624,2026-06,39.7,5.7,Fluktuatif,69,2,4
USE-00625-202605,SME-2024-00625,2026-05,45.6,7.5,Naik,115,2,4
USE-00625-202606,SME-2024-00625,2026-06,48.7,8.5,Naik,108,2,4
USE-00626-202605,SME-2024-00626,2026-05,64.2,9.0,Naik,38,1,2
USE-00626-202606,SME-2024-00626,2026-06,62.0,9.2,Naik,43,6,3
USE-00627-202606,SME-2024-00627,2026-06,56.9,8.2,Naik,6,4,4
USE-00628-202603,SME-2024-00628,2026-03,55.0,8.3,Stabil,24,3,3
USE-00628-202604,SME-2024-00628,2026-04,55.8,8.1,Stabil,37,3,3
USE-00628-202605,SME-2024-00628,2026-05,56.0,9.0,Fluktuatif,87,5,4
USE-00628-202606,SME-2024-00628,2026-06,55.1,8.0,Stabil,77,0,4
USE-00629-202603,SME-2024-00629,2026-03,50.8,7.6,Naik,65,3,5
USE-00629-202604,SME-2024-00629,2026-04,53.8,7.7,Naik,92,1,6
USE-00629-202605,SME-2024-00629,2026-05,54.8,8.6,Naik,64,1,5
USE-00629-202606,SME-2024-00629,2026-06,53.5,8.5,Naik,4,1,6
USE-00630-202601,SME-2024-00630,2026-01,34.6,5.3,Naik,72,4,4
USE-00630-202602,SME-2024-00630,2026-02,40.4,5.6,Naik,7,4,5
USE-00630-202603,SME-2024-00630,2026-03,43.7,6.8,Naik,53,4,5
USE-00630-202604,SME-2024-00630,2026-04,45.2,6.0,Naik,168,1,5
USE-00630-202605,SME-2024-00630,2026-05,51.4,8.4,Naik,8,4,5
USE-00630-202606,SME-2024-00630,2026-06,52.4,7.5,Naik,23,2,6
USE-00631-202603,SME-2024-00631,2026-03,43.5,6.9,Naik,28,5,4
USE-00631-202604,SME-2024-00631,2026-04,44.9,7.3,Naik,2,3,5
USE-00631-202605,SME-2024-00631,2026-05,49.5,7.3,Naik,91,1,4
USE-00631-202606,SME-2024-00631,2026-06,51.5,7.5,Naik,53,3,4
USE-00632-202601,SME-2024-00632,2026-01,44.9,5.5,Stabil,34,2,3
USE-00632-202602,SME-2024-00632,2026-02,43.2,6.6,Fluktuatif,42,2,4
USE-00632-202603,SME-2024-00632,2026-03,42.8,6.5,Stabil,151,2,3
USE-00632-202604,SME-2024-00632,2026-04,42.8,6.2,Stabil,32,2,4
USE-00632-202605,SME-2024-00632,2026-05,45.4,6.0,Fluktuatif,16,4,4
USE-00632-202606,SME-2024-00632,2026-06,42.9,5.7,Stabil,38,1,5
USE-00633-202603,SME-2024-00633,2026-03,46.1,7.2,Naik,70,3,3
USE-00633-202604,SME-2024-00633,2026-04,45.4,6.3,Naik,29,2,3
USE-00633-202605,SME-2024-00633,2026-05,46.6,6.6,Naik,174,4,4
USE-00633-202606,SME-2024-00633,2026-06,48.4,8.3,Naik,25,1,4
USE-00634-202602,SME-2024-00634,2026-02,51.7,7.6,Naik,24,1,4
USE-00634-202603,SME-2024-00634,2026-03,54.7,8.5,Naik,93,0,3
USE-00634-202604,SME-2024-00634,2026-04,51.9,8.6,Naik,52,3,4
USE-00634-202605,SME-2024-00634,2026-05,59.6,8.8,Naik,7,1,4
USE-00634-202606,SME-2024-00634,2026-06,61.6,8.8,Naik,139,4,5
USE-00635-202604,SME-2024-00635,2026-04,40.0,7.1,Turun,39,1,5
USE-00635-202605,SME-2024-00635,2026-05,38.1,6.0,Turun,45,2,5
USE-00635-202606,SME-2024-00635,2026-06,33.7,5.5,Turun,111,3,6
USE-00636-202603,SME-2024-00636,2026-03,28.1,3.6,Naik,3,1,5
USE-00636-202604,SME-2024-00636,2026-04,29.2,4.3,Naik,94,2,5
USE-00636-202605,SME-2024-00636,2026-05,30.5,4.8,Naik,41,2,5
USE-00636-202606,SME-2024-00636,2026-06,33.7,4.2,Naik,146,3,5
USE-00637-202604,SME-2024-00637,2026-04,44.4,7.3,Naik,82,4,4
USE-00637-202605,SME-2024-00637,2026-05,49.0,7.3,Naik,162,0,5
USE-00637-202606,SME-2024-00637,2026-06,51.4,7.3,Naik,26,0,5
USE-00638-202605,SME-2024-00638,2026-05,48.0,6.6,Naik,117,3,5
USE-00638-202606,SME-2024-00638,2026-06,51.7,7.6,Naik,53,3,5
USE-00639-202604,SME-2024-00639,2026-04,41.8,6.4,Naik,20,2,3
USE-00639-202605,SME-2024-00639,2026-05,47.0,6.6,Naik,93,4,4
USE-00639-202606,SME-2024-00639,2026-06,45.9,6.8,Naik,17,3,4
USE-00640-202606,SME-2024-00640,2026-06,39.2,6.5,Naik,145,5,6
USE-00641-202601,SME-2024-00641,2026-01,41.4,6.2,Naik,53,2,5
USE-00641-202602,SME-2024-00641,2026-02,43.8,7.2,Naik,93,3,5
USE-00641-202603,SME-2024-00641,2026-03,42.0,6.8,Naik,18,1,6
USE-00641-202604,SME-2024-00641,2026-04,47.4,7.8,Naik,24,4,5
USE-00641-202605,SME-2024-00641,2026-05,43.4,6.6,Naik,61,3,6
USE-00641-202606,SME-2024-00641,2026-06,52.3,7.6,Naik,8,2,6
USE-00642-202606,SME-2024-00642,2026-06,54.4,9.2,Fluktuatif,55,2,4
USE-00643-202604,SME-2024-00643,2026-04,46.9,7.3,Fluktuatif,10,4,3
USE-00643-202605,SME-2024-00643,2026-05,50.0,6.7,Fluktuatif,28,4,4
USE-00643-202606,SME-2024-00643,2026-06,50.0,7.2,Stabil,113,3,5
USE-00644-202601,SME-2024-00644,2026-01,52.3,8.2,Naik,12,1,4
USE-00644-202602,SME-2024-00644,2026-02,56.9,8.3,Naik,5,3,4
USE-00644-202603,SME-2024-00644,2026-03,57.7,9.1,Naik,42,1,5
USE-00644-202604,SME-2024-00644,2026-04,63.9,9.1,Naik,8,2,5
USE-00644-202605,SME-2024-00644,2026-05,63.2,10.2,Naik,32,7,5
USE-00644-202606,SME-2024-00644,2026-06,63.7,10.3,Naik,67,1,5
USE-00645-202605,SME-2024-00645,2026-05,38.6,5.0,Naik,11,4,3
USE-00645-202606,SME-2024-00645,2026-06,44.9,6.7,Naik,29,4,4
USE-00646-202605,SME-2024-00646,2026-05,45.5,6.9,Naik,28,1,4
USE-00646-202606,SME-2024-00646,2026-06,46.7,8.2,Naik,39,2,5
USE-00647-202602,SME-2024-00647,2026-02,26.8,4.9,Naik,80,4,3
USE-00647-202603,SME-2024-00647,2026-03,31.6,4.6,Naik,17,2,3
USE-00647-202604,SME-2024-00647,2026-04,33.7,4.1,Naik,45,2,4
USE-00647-202605,SME-2024-00647,2026-05,36.2,5.2,Naik,38,5,4
USE-00647-202606,SME-2024-00647,2026-06,39.8,6.2,Naik,64,7,5
USE-00648-202602,SME-2024-00648,2026-02,60.3,7.8,Naik,53,0,4
USE-00648-202603,SME-2024-00648,2026-03,65.1,9.5,Naik,35,5,4
USE-00648-202604,SME-2024-00648,2026-04,68.8,10.5,Naik,19,2,5
USE-00648-202605,SME-2024-00648,2026-05,64.9,9.6,Naik,2,2,5
USE-00648-202606,SME-2024-00648,2026-06,71.5,10.0,Naik,40,3,5
USE-00649-202602,SME-2024-00649,2026-02,61.1,8.2,Stabil,8,0,3
USE-00649-202603,SME-2024-00649,2026-03,61.7,9.4,Stabil,0,4,3
USE-00649-202604,SME-2024-00649,2026-04,59.9,8.3,Stabil,10,3,4
USE-00649-202605,SME-2024-00649,2026-05,65.4,10.0,Stabil,85,3,4
USE-00649-202606,SME-2024-00649,2026-06,63.4,9.5,Fluktuatif,28,4,4
USE-00650-202604,SME-2024-00650,2026-04,42.7,6.4,Naik,103,0,3
USE-00650-202605,SME-2024-00650,2026-05,46.6,7.4,Naik,61,6,5
USE-00650-202606,SME-2024-00650,2026-06,48.1,7.5,Naik,39,5,5
USE-00651-202603,SME-2024-00651,2026-03,47.3,6.6,Naik,21,3,4
USE-00651-202604,SME-2024-00651,2026-04,52.4,7.5,Naik,126,4,4
USE-00651-202605,SME-2024-00651,2026-05,52.8,7.8,Naik,12,0,5
USE-00651-202606,SME-2024-00651,2026-06,55.0,8.8,Naik,36,4,5
USE-00652-202603,SME-2024-00652,2026-03,51.9,8.1,Stabil,3,2,4
USE-00652-202604,SME-2024-00652,2026-04,50.6,7.3,Stabil,0,2,3
USE-00652-202605,SME-2024-00652,2026-05,50.9,8.0,Stabil,8,5,5
USE-00652-202606,SME-2024-00652,2026-06,49.4,7.1,Stabil,87,4,5
USE-00653-202602,SME-2024-00653,2026-02,53.3,8.1,Naik,59,3,5
USE-00653-202603,SME-2024-00653,2026-03,54.7,8.1,Naik,25,2,5
USE-00653-202604,SME-2024-00653,2026-04,59.3,8.9,Naik,8,4,5
USE-00653-202605,SME-2024-00653,2026-05,57.6,8.4,Naik,62,3,6
USE-00653-202606,SME-2024-00653,2026-06,61.4,9.1,Naik,46,5,6
USE-00654-202603,SME-2024-00654,2026-03,45.4,5.9,Naik,263,2,3
USE-00654-202604,SME-2024-00654,2026-04,49.6,7.8,Naik,2,1,3
USE-00654-202605,SME-2024-00654,2026-05,48.5,7.4,Naik,56,1,4
USE-00654-202606,SME-2024-00654,2026-06,50.1,7.4,Naik,11,3,4
USE-00655-202604,SME-2024-00655,2026-04,43.9,6.5,Naik,17,3,4
USE-00655-202605,SME-2024-00655,2026-05,47.5,6.6,Naik,0,1,4
USE-00655-202606,SME-2024-00655,2026-06,51.7,7.4,Naik,11,4,4
USE-00656-202602,SME-2024-00656,2026-02,46.5,7.7,Naik,5,3,3
USE-00656-202603,SME-2024-00656,2026-03,43.5,6.4,Naik,9,3,3
USE-00656-202604,SME-2024-00656,2026-04,45.7,7.9,Naik,32,5,3
USE-00656-202605,SME-2024-00656,2026-05,48.7,7.7,Naik,0,2,3
USE-00656-202606,SME-2024-00656,2026-06,48.4,6.5,Naik,34,5,4
USE-00657-202603,SME-2024-00657,2026-03,51.8,7.6,Naik,40,2,2
USE-00657-202604,SME-2024-00657,2026-04,51.6,8.9,Naik,101,2,2
USE-00657-202605,SME-2024-00657,2026-05,54.2,8.1,Naik,30,2,3
USE-00657-202606,SME-2024-00657,2026-06,58.2,9.4,Naik,101,6,4
USE-00658-202602,SME-2024-00658,2026-02,49.7,7.6,Fluktuatif,57,2,2
USE-00658-202603,SME-2024-00658,2026-03,49.4,8.4,Stabil,72,1,2
USE-00658-202604,SME-2024-00658,2026-04,51.4,7.7,Fluktuatif,4,4,4
USE-00658-202605,SME-2024-00658,2026-05,50.7,6.8,Stabil,13,2,3
USE-00658-202606,SME-2024-00658,2026-06,53.1,7.9,Fluktuatif,69,6,4
USE-00659-202601,SME-2024-00659,2026-01,51.1,8.6,Naik,36,4,3
USE-00659-202602,SME-2024-00659,2026-02,52.9,9.1,Naik,25,3,4
USE-00659-202603,SME-2024-00659,2026-03,55.7,8.1,Naik,49,2,4
USE-00659-202604,SME-2024-00659,2026-04,58.4,8.0,Naik,39,2,4
USE-00659-202605,SME-2024-00659,2026-05,59.7,9.7,Naik,17,3,5
USE-00659-202606,SME-2024-00659,2026-06,60.0,9.5,Naik,75,3,4
USE-00660-202604,SME-2024-00660,2026-04,38.2,5.6,Naik,22,3,4
USE-00660-202605,SME-2024-00660,2026-05,37.5,4.7,Naik,127,1,4
USE-00660-202606,SME-2024-00660,2026-06,41.9,6.9,Naik,31,3,4
USE-00661-202602,SME-2024-00661,2026-02,55.4,7.9,Naik,14,4,3
USE-00661-202603,SME-2024-00661,2026-03,58.3,9.0,Naik,60,5,3
USE-00661-202604,SME-2024-00661,2026-04,62.2,9.1,Naik,37,2,2
USE-00661-202605,SME-2024-00661,2026-05,65.4,10.4,Naik,67,1,3
USE-00661-202606,SME-2024-00661,2026-06,60.1,9.1,Naik,1,1,4
USE-00662-202606,SME-2024-00662,2026-06,41.1,6.8,Stabil,41,3,2
USE-00663-202603,SME-2024-00663,2026-03,47.9,7.0,Fluktuatif,16,4,3
USE-00663-202604,SME-2024-00663,2026-04,47.8,7.6,Stabil,17,0,3
USE-00663-202605,SME-2024-00663,2026-05,51.4,7.7,Stabil,1,5,3
USE-00663-202606,SME-2024-00663,2026-06,52.5,7.7,Stabil,37,2,4
USE-00664-202606,SME-2024-00664,2026-06,32.4,4.6,Naik,66,4,4
USE-00665-202604,SME-2024-00665,2026-04,66.6,10.3,Naik,5,2,4
USE-00665-202605,SME-2024-00665,2026-05,63.5,9.4,Naik,108,2,5
USE-00665-202606,SME-2024-00665,2026-06,68.5,10.2,Naik,65,8,5
USE-00666-202601,SME-2024-00666,2026-01,45.2,6.8,Naik,82,3,4
USE-00666-202602,SME-2024-00666,2026-02,47.3,6.5,Naik,34,3,4
USE-00666-202603,SME-2024-00666,2026-03,51.3,7.5,Naik,109,0,4
USE-00666-202604,SME-2024-00666,2026-04,51.6,8.4,Naik,119,3,5
USE-00666-202605,SME-2024-00666,2026-05,56.7,8.7,Naik,79,1,4
USE-00666-202606,SME-2024-00666,2026-06,55.1,8.5,Naik,60,2,5
USE-00667-202602,SME-2024-00667,2026-02,63.9,10.4,Naik,22,2,3
USE-00667-202603,SME-2024-00667,2026-03,60.2,8.7,Naik,23,4,4
USE-00667-202604,SME-2024-00667,2026-04,64.9,10.4,Naik,12,3,4
USE-00667-202605,SME-2024-00667,2026-05,62.8,9.2,Naik,13,4,4
USE-00667-202606,SME-2024-00667,2026-06,65.0,9.6,Naik,107,4,5
USE-00668-202604,SME-2024-00668,2026-04,50.7,7.7,Naik,34,1,4
USE-00668-202605,SME-2024-00668,2026-05,49.1,6.8,Naik,81,2,4
USE-00668-202606,SME-2024-00668,2026-06,49.3,6.8,Naik,25,5,4
USE-00669-202603,SME-2024-00669,2026-03,50.1,7.4,Naik,176,4,4
USE-00669-202604,SME-2024-00669,2026-04,51.3,7.7,Naik,21,1,5
USE-00669-202605,SME-2024-00669,2026-05,54.7,7.5,Naik,80,2,5
USE-00669-202606,SME-2024-00669,2026-06,57.0,8.5,Naik,76,1,6
USE-00670-202603,SME-2024-00670,2026-03,42.7,6.1,Stabil,15,4,4
USE-00670-202604,SME-2024-00670,2026-04,47.9,8.5,Stabil,66,3,4
USE-00670-202605,SME-2024-00670,2026-05,49.7,7.9,Stabil,62,3,5
USE-00670-202606,SME-2024-00670,2026-06,43.2,6.2,Fluktuatif,11,3,4
USE-00671-202604,SME-2024-00671,2026-04,31.0,4.3,Naik,38,2,3
USE-00671-202605,SME-2024-00671,2026-05,31.9,5.3,Naik,64,2,4
