payment_id,customer_id,invoice_period,invoice_amount,payment_date,due_date,days_overdue,payment_method,partial_payment_flag
PAY-00936-202507,SME-2024-00936,2025-07,5710666,2025-07-25,2025-07-15,10,Bank Transfer,False
PAY-00936-202508,SME-2024-00936,2025-08,5689204,2025-08-18,2025-08-15,3,Auto-debit,False
PAY-00936-202509,SME-2024-00936,2025-09,5848312,2025-09-26,2025-09-15,11,Bank Transfer,False
PAY-00936-202510,SME-2024-00936,2025-10,5906181,2025-10-27,2025-10-15,12,Auto-debit,True
PAY-00936-202511,SME-2024-00936,2025-11,5758812,2025-11-25,2025-11-15,10,Cash,False
PAY-00936-202512,SME-2024-00936,2025-12,5796567,2025-12-25,2025-12-15,10,Cash,False
PAY-00936-202601,SME-2024-00936,2026-01,6015035,2026-01-29,2026-01-15,14,Virtual Account,True
PAY-00936-202602,SME-2024-00936,2026-02,6005818,2026-02-28,2026-02-15,13,Cash,True
PAY-00936-202603,SME-2024-00936,2026-03,5850196,2026-03-26,2026-03-15,11,Auto-debit,True
PAY-00936-202604,SME-2024-00936,2026-04,5990601,2026-04-28,2026-04-15,13,Cash,False
PAY-00936-202605,SME-2024-00936,2026-05,5867590,2026-06-06,2026-05-15,22,Virtual Account,False
PAY-00936-202606,SME-2024-00936,2026-06,8829914,2026-06-30,2026-06-15,15,Virtual Account,False
PAY-00937-202507,SME-2024-00937,2025-07,3467154,2025-07-18,2025-07-15,3,Auto-debit,False
PAY-00937-202508,SME-2024-00937,2025-08,3367670,2025-08-22,2025-08-15,7,Bank Transfer,False
PAY-00937-202509,SME-2024-00937,2025-09,3373935,2025-09-24,2025-09-15,9,Virtual Account,False
PAY-00937-202510,SME-2024-00937,2025-10,3395991,2025-10-23,2025-10-15,8,Bank Transfer,False
PAY-00937-202511,SME-2024-00937,2025-11,3372009,2025-11-18,2025-11-15,3,Virtual Account,False
PAY-00937-202512,SME-2024-00937,2025-12,3550608,2025-12-27,2025-12-15,12,Cash,False
PAY-00937-202601,SME-2024-00937,2026-01,3490278,2026-01-26,2026-01-15,11,Auto-debit,False
PAY-00937-202602,SME-2024-00937,2026-02,3521492,2026-02-28,2026-02-15,13,Virtual Account,False
PAY-00937-202603,SME-2024-00937,2026-03,3427066,2026-04-01,2026-03-15,17,Virtual Account,True
PAY-00937-202604,SME-2024-00937,2026-04,3362425,2026-05-01,2026-04-15,16,Virtual Account,False
PAY-00937-202605,SME-2024-00937,2026-05,3530763,2026-06-02,2026-05-15,18,Virtual Account,True
PAY-00937-202606,SME-2024-00937,2026-06,3449405,2026-07-08,2026-06-15,23,Virtual Account,True
PAY-00938-202507,SME-2024-00938,2025-07,2052903,2025-07-19,2025-07-15,4,Virtual Account,True
PAY-00938-202508,SME-2024-00938,2025-08,1964637,2025-08-21,2025-08-15,6,Bank Transfer,False
PAY-00938-202509,SME-2024-00938,2025-09,1999285,2025-09-21,2025-09-15,6,Virtual Account,False
PAY-00938-202510,SME-2024-00938,2025-10,2976252,2025-10-23,2025-10-15,8,Bank Transfer,False
PAY-00938-202511,SME-2024-00938,2025-11,2863485,2025-12-04,2025-11-15,19,Virtual Account,False
PAY-00938-202512,SME-2024-00938,2025-12,2949423,2025-12-29,2025-12-15,14,Auto-debit,False
PAY-00938-202601,SME-2024-00938,2026-01,2978057,2026-02-03,2026-01-15,19,Auto-debit,False
PAY-00938-202602,SME-2024-00938,2026-02,2918429,2026-03-05,2026-02-15,18,Virtual Account,False
PAY-00938-202603,SME-2024-00938,2026-03,2979372,2026-04-07,2026-03-15,23,Cash,False
PAY-00938-202604,SME-2024-00938,2026-04,2858751,2026-05-02,2026-04-15,17,Cash,True
PAY-00938-202605,SME-2024-00938,2026-05,2961983,2026-06-02,2026-05-15,18,Virtual Account,True
PAY-00938-202606,SME-2024-00938,2026-06,2913331,2026-07-06,2026-06-15,21,Virtual Account,True
PAY-00939-202507,SME-2024-00939,2025-07,1752421,2025-07-16,2025-07-15,1,Cash,False
PAY-00939-202508,SME-2024-00939,2025-08,1815969,2025-08-19,2025-08-15,4,Virtual Account,False
PAY-00939-202509,SME-2024-00939,2025-09,1743682,2025-09-20,2025-09-15,5,Cash,False
PAY-00939-202510,SME-2024-00939,2025-10,1809343,2025-10-22,2025-10-15,7,Bank Transfer,True
PAY-00939-202511,SME-2024-00939,2025-11,1803504,2025-11-28,2025-11-15,13,Cash,True
PAY-00939-202512,SME-2024-00939,2025-12,3609999,2025-12-28,2025-12-15,13,Auto-debit,False
PAY-00939-202601,SME-2024-00939,2026-01,3487669,2026-01-27,2026-01-15,12,Bank Transfer,True
PAY-00939-202602,SME-2024-00939,2026-02,3553287,2026-02-26,2026-02-15,11,Cash,True
PAY-00939-202603,SME-2024-00939,2026-03,3675416,2026-03-26,2026-03-15,11,Bank Transfer,True
PAY-00939-202604,SME-2024-00939,2026-04,3529320,2026-05-10,2026-04-15,25,Cash,True
PAY-00939-202605,SME-2024-00939,2026-05,3515750,2026-06-03,2026-05-15,19,Bank Transfer,False
PAY-00939-202606,SME-2024-00939,2026-06,3521841,2026-07-08,2026-06-15,23,Auto-debit,True
PAY-00940-202507,SME-2024-00940,2025-07,2910507,2025-07-21,2025-07-15,6,Auto-debit,False
PAY-00940-202508,SME-2024-00940,2025-08,2798925,2025-08-18,2025-08-15,3,Bank Transfer,False
PAY-00940-202509,SME-2024-00940,2025-09,2861111,2025-09-20,2025-09-15,5,Bank Transfer,False
PAY-00940-202510,SME-2024-00940,2025-10,2920116,2025-10-25,2025-10-15,10,Virtual Account,False
PAY-00940-202511,SME-2024-00940,2025-11,2787193,2025-11-23,2025-11-15,8,Auto-debit,False
PAY-00940-202512,SME-2024-00940,2025-12,2945292,2025-12-29,2025-12-15,14,Cash,False
PAY-00940-202601,SME-2024-00940,2026-01,2876068,2026-01-30,2026-01-15,15,Virtual Account,False
PAY-00940-202602,SME-2024-00940,2026-02,2888090,2026-03-02,2026-02-15,15,Auto-debit,True
PAY-00940-202603,SME-2024-00940,2026-03,2819875,2026-04-02,2026-03-15,18,Auto-debit,False
PAY-00940-202604,SME-2024-00940,2026-04,2858739,2026-05-02,2026-04-15,17,Bank Transfer,False
PAY-00940-202605,SME-2024-00940,2026-05,2811618,2026-06-02,2026-05-15,18,Virtual Account,True
PAY-00940-202606,SME-2024-00940,2026-06,2847314,2026-07-08,2026-06-15,23,Auto-debit,True
PAY-00941-202601,SME-2024-00941,2026-01,1991567,2026-01-24,2026-01-15,9,Bank Transfer,False
PAY-00941-202602,SME-2024-00941,2026-02,2073118,2026-02-23,2026-02-15,8,Virtual Account,False
PAY-00941-202603,SME-2024-00941,2026-03,1982223,2026-03-25,2026-03-15,10,Virtual Account,True
PAY-00941-202604,SME-2024-00941,2026-04,2042952,2026-04-21,2026-04-15,6,Virtual Account,True
PAY-00941-202605,SME-2024-00941,2026-05,2050799,2026-05-26,2026-05-15,11,Bank Transfer,True
PAY-00941-202606,SME-2024-00941,2026-06,2041941,2026-06-25,2026-06-15,10,Virtual Account,False
PAY-00942-202507,SME-2024-00942,2025-07,5141684,2025-07-23,2025-07-15,8,Auto-debit,False
PAY-00942-202508,SME-2024-00942,2025-08,5135129,2025-08-20,2025-08-15,5,Bank Transfer,False
PAY-00942-202509,SME-2024-00942,2025-09,4949599,2025-09-21,2025-09-15,6,Virtual Account,True
PAY-00942-202510,SME-2024-00942,2025-10,4976321,2025-10-30,2025-10-15,15,Auto-debit,True
PAY-00942-202511,SME-2024-00942,2025-11,4930735,2025-11-27,2025-11-15,12,Auto-debit,False
PAY-00942-202512,SME-2024-00942,2025-12,4951195,2025-12-24,2025-12-15,9,Auto-debit,True
PAY-00942-202601,SME-2024-00942,2026-01,5178038,2026-01-29,2026-01-15,14,Virtual Account,False
PAY-00942-202602,SME-2024-00942,2026-02,5108848,2026-02-26,2026-02-15,11,Auto-debit,False
PAY-00942-202603,SME-2024-00942,2026-03,5165911,2026-03-27,2026-03-15,12,Virtual Account,True
PAY-00942-202604,SME-2024-00942,2026-04,5101058,2026-05-01,2026-04-15,16,Virtual Account,True
PAY-00942-202605,SME-2024-00942,2026-05,5071326,2026-06-02,2026-05-15,18,Virtual Account,False
PAY-00942-202606,SME-2024-00942,2026-06,5023654,2026-07-06,2026-06-15,21,Virtual Account,True
PAY-00943-202507,SME-2024-00943,2025-07,1593827,2025-07-19,2025-07-15,4,Cash,False
PAY-00943-202508,SME-2024-00943,2025-08,1643989,2025-08-23,2025-08-15,8,Virtual Account,True
PAY-00943-202509,SME-2024-00943,2025-09,1634500,2025-09-23,2025-09-15,8,Bank Transfer,True
PAY-00943-202510,SME-2024-00943,2025-10,1598945,2025-10-25,2025-10-15,10,Auto-debit,False
PAY-00943-202511,SME-2024-00943,2025-11,1627858,2025-11-27,2025-11-15,12,Virtual Account,False
PAY-00943-202512,SME-2024-00943,2025-12,1640368,2025-12-29,2025-12-15,14,Auto-debit,True
PAY-00943-202601,SME-2024-00943,2026-01,1680640,2026-01-26,2026-01-15,11,Auto-debit,True
PAY-00943-202602,SME-2024-00943,2026-02,1655626,2026-02-21,2026-02-15,6,Virtual Account,False
PAY-00943-202603,SME-2024-00943,2026-03,1628457,2026-03-30,2026-03-15,15,Virtual Account,False
PAY-00943-202604,SME-2024-00943,2026-04,1652797,2026-05-08,2026-04-15,23,Auto-debit,False
PAY-00943-202605,SME-2024-00943,2026-05,1642909,2026-05-31,2026-05-15,16,Virtual Account,True
PAY-00943-202606,SME-2024-00943,2026-06,1674112,2026-07-02,2026-06-15,17,Virtual Account,True
PAY-00944-202508,SME-2024-00944,2025-08,3636371,2025-08-21,2025-08-15,6,Virtual Account,True
PAY-00944-202509,SME-2024-00944,2025-09,3691569,2025-09-24,2025-09-15,9,Auto-debit,True
PAY-00944-202510,SME-2024-00944,2025-10,3625774,2025-10-22,2025-10-15,7,Bank Transfer,True
PAY-00944-202511,SME-2024-00944,2025-11,3685220,2025-11-28,2025-11-15,13,Virtual Account,False
PAY-00945-202507,SME-2024-00945,2025-07,3062247,2025-07-21,2025-07-15,6,Virtual Account,False
PAY-00945-202508,SME-2024-00945,2025-08,3082151,2025-08-21,2025-08-15,6,Bank Transfer,False
PAY-00945-202509,SME-2024-00945,2025-09,3106234,2025-09-20,2025-09-15,5,Bank Transfer,False
PAY-00945-202510,SME-2024-00945,2025-10,3118038,2025-10-22,2025-10-15,7,Virtual Account,False
PAY-00945-202511,SME-2024-00945,2025-11,3140000,2025-11-25,2025-11-15,10,Cash,True
PAY-00945-202512,SME-2024-00945,2025-12,3067505,2025-12-26,2025-12-15,11,Bank Transfer,False
PAY-00945-202601,SME-2024-00945,2026-01,3126003,2026-01-27,2026-01-15,12,Auto-debit,True
PAY-00945-202602,SME-2024-00945,2026-02,3165608,2026-02-22,2026-02-15,7,Auto-debit,True
PAY-00945-202603,SME-2024-00945,2026-03,3149831,2026-03-27,2026-03-15,12,Virtual Account,True
PAY-00945-202604,SME-2024-00945,2026-04,3145031,2026-05-04,2026-04-15,19,Virtual Account,True
PAY-00945-202605,SME-2024-00945,2026-05,3085159,2026-05-31,2026-05-15,16,Auto-debit,True
PAY-00945-202606,SME-2024-00945,2026-06,3074652,2026-07-06,2026-06-15,21,Bank Transfer,True
PAY-00946-202507,SME-2024-00946,2025-07,1263219,2025-07-18,2025-07-15,3,Virtual Account,False
PAY-00946-202508,SME-2024-00946,2025-08,1283047,2025-08-20,2025-08-15,5,Virtual Account,False
PAY-00946-202509,SME-2024-00946,2025-09,1216687,2025-09-25,2025-09-15,10,Cash,True
PAY-00946-202510,SME-2024-00946,2025-10,1255531,2025-10-25,2025-10-15,10,Cash,False
PAY-00946-202511,SME-2024-00946,2025-11,1264669,2025-11-21,2025-11-15,6,Virtual Account,False
PAY-00946-202512,SME-2024-00946,2025-12,1274071,2025-12-24,2025-12-15,9,Auto-debit,True
PAY-00946-202601,SME-2024-00946,2026-01,1249910,2026-01-30,2026-01-15,15,Virtual Account,True
PAY-00946-202602,SME-2024-00946,2026-02,1286694,2026-02-28,2026-02-15,13,Auto-debit,True
PAY-00946-202603,SME-2024-00946,2026-03,1283488,2026-03-31,2026-03-15,16,Virtual Account,True
PAY-00946-202604,SME-2024-00946,2026-04,1281393,2026-04-29,2026-04-15,14,Virtual Account,True
PAY-00946-202605,SME-2024-00946,2026-05,1268428,2026-06-08,2026-05-15,24,Cash,True
PAY-00946-202606,SME-2024-00946,2026-06,1224280,2026-06-30,2026-06-15,15,Bank Transfer,True
PAY-00947-202507,SME-2024-00947,2025-07,1395597,2025-07-17,2025-07-15,2,Auto-debit,False
PAY-00947-202508,SME-2024-00947,2025-08,1445002,2025-08-21,2025-08-15,6,Cash,True
PAY-00947-202509,SME-2024-00947,2025-09,1405918,2025-09-27,2025-09-15,12,Cash,True
PAY-00947-202510,SME-2024-00947,2025-10,1422944,2025-10-21,2025-10-15,6,Bank Transfer,True
PAY-00947-202511,SME-2024-00947,2025-11,1392194,2025-11-23,2025-11-15,8,Cash,True
PAY-00947-202512,SME-2024-00947,2025-12,1436846,2025-12-24,2025-12-15,9,Auto-debit,False
PAY-00947-202601,SME-2024-00947,2026-01,1446190,2026-01-29,2026-01-15,14,Bank Transfer,False
PAY-00947-202602,SME-2024-00947,2026-02,1376977,2026-03-04,2026-02-15,17,Auto-debit,True
PAY-00947-202603,SME-2024-00947,2026-03,3307497,2026-03-27,2026-03-15,12,Virtual Account,False
PAY-00947-202604,SME-2024-00947,2026-04,3267813,2026-05-02,2026-04-15,17,Cash,True
PAY-00947-202605,SME-2024-00947,2026-05,3389349,2026-06-08,2026-05-15,24,Cash,True
PAY-00947-202606,SME-2024-00947,2026-06,3445049,2026-07-09,2026-06-15,24,Bank Transfer,True
PAY-00948-202507,SME-2024-00948,2025-07,2494033,2025-07-20,2025-07-15,5,Virtual Account,False
PAY-00948-202508,SME-2024-00948,2025-08,2437937,2025-08-21,2025-08-15,6,Bank Transfer,True
PAY-00948-202509,SME-2024-00948,2025-09,2393695,2025-09-19,2025-09-15,4,Bank Transfer,False
PAY-00948-202510,SME-2024-00948,2025-10,2522193,2025-10-21,2025-10-15,6,Bank Transfer,False
PAY-00948-202511,SME-2024-00948,2025-11,2462513,2025-11-24,2025-11-15,9,Virtual Account,True
PAY-00948-202512,SME-2024-00948,2025-12,2419610,2025-12-25,2025-12-15,10,Bank Transfer,False
PAY-00948-202601,SME-2024-00948,2026-01,2497029,2026-01-26,2026-01-15,11,Bank Transfer,False
PAY-00948-202602,SME-2024-00948,2026-02,2454848,2026-03-04,2026-02-15,17,Bank Transfer,True
PAY-00948-202603,SME-2024-00948,2026-03,2401861,2026-04-01,2026-03-15,17,Virtual Account,False
PAY-00948-202604,SME-2024-00948,2026-04,2436171,2026-04-30,2026-04-15,15,Virtual Account,False
PAY-00948-202605,SME-2024-00948,2026-05,2431925,2026-05-31,2026-05-15,16,Bank Transfer,True
PAY-00948-202606,SME-2024-00948,2026-06,2387588,2026-07-05,2026-06-15,20,Virtual Account,True
PAY-00950-202507,SME-2024-00950,2025-07,2064916,2025-07-20,2025-07-15,5,Bank Transfer,True
PAY-00950-202508,SME-2024-00950,2025-08,2083116,2025-08-24,2025-08-15,9,Virtual Account,False
PAY-00950-202509,SME-2024-00950,2025-09,2135058,2025-09-23,2025-09-15,8,Bank Transfer,False
PAY-00950-202510,SME-2024-00950,2025-10,2158855,2025-10-27,2025-10-15,12,Cash,False
PAY-00950-202511,SME-2024-00950,2025-11,2136104,2025-11-27,2025-11-15,12,Bank Transfer,True
PAY-00950-202512,SME-2024-00950,2025-12,2175792,2025-12-26,2025-12-15,11,Virtual Account,False
PAY-00950-202601,SME-2024-00950,2026-01,2155904,2026-02-02,2026-01-15,18,Cash,True
PAY-00950-202602,SME-2024-00950,2026-02,2117455,2026-02-25,2026-02-15,10,Bank Transfer,False
PAY-00950-202603,SME-2024-00950,2026-03,2131795,2026-03-28,2026-03-15,13,Cash,False
PAY-00950-202604,SME-2024-00950,2026-04,2060515,2026-04-29,2026-04-15,14,Cash,True
PAY-00950-202605,SME-2024-00950,2026-05,2163594,2026-05-29,2026-05-15,14,Cash,False
PAY-00950-202606,SME-2024-00950,2026-06,2088507,2026-07-03,2026-06-15,18,Bank Transfer,True
PAY-00951-202507,SME-2024-00951,2025-07,2342352,2025-07-17,2025-07-15,2,Bank Transfer,False
PAY-00951-202508,SME-2024-00951,2025-08,2258450,2025-08-17,2025-08-15,2,Bank Transfer,False
PAY-00951-202509,SME-2024-00951,2025-09,2269640,2025-09-22,2025-09-15,7,Bank Transfer,True
PAY-00951-202510,SME-2024-00951,2025-10,2305730,2025-10-25,2025-10-15,10,Virtual Account,True
PAY-00951-202511,SME-2024-00951,2025-11,2319636,2025-11-28,2025-11-15,13,Bank Transfer,False
PAY-00951-202512,SME-2024-00951,2025-12,2364244,2026-01-02,2025-12-15,18,Auto-debit,True
PAY-00951-202601,SME-2024-00951,2026-01,2244353,2026-01-23,2026-01-15,8,Virtual Account,False
PAY-00951-202602,SME-2024-00951,2026-02,2263647,2026-03-05,2026-02-15,18,Bank Transfer,True
PAY-00951-202603,SME-2024-00951,2026-03,2330862,2026-03-29,2026-03-15,14,Virtual Account,True
PAY-00951-202604,SME-2024-00951,2026-04,2334145,2026-05-02,2026-04-15,17,Cash,True
PAY-00951-202605,SME-2024-00951,2026-05,2301636,2026-05-31,2026-05-15,16,Virtual Account,True
PAY-00951-202606,SME-2024-00951,2026-06,2254535,2026-07-04,2026-06-15,19,Virtual Account,True
PAY-00952-202507,SME-2024-00952,2025-07,7904699,2025-07-20,2025-07-15,5,Bank Transfer,False
PAY-00952-202508,SME-2024-00952,2025-08,7725266,2025-08-27,2025-08-15,12,Bank Transfer,True
PAY-00952-202509,SME-2024-00952,2025-09,7636390,2025-09-22,2025-09-15,7,Bank Transfer,False
PAY-00952-202510,SME-2024-00952,2025-10,7828882,2025-10-28,2025-10-15,13,Auto-debit,False
PAY-00952-202511,SME-2024-00952,2025-11,7993642,2025-11-29,2025-11-15,14,Auto-debit,True
PAY-00952-202512,SME-2024-00952,2025-12,7729324,2025-12-25,2025-12-15,10,Cash,False
PAY-00952-202601,SME-2024-00952,2026-01,7830376,2026-01-22,2026-01-15,7,Bank Transfer,True
PAY-00952-202602,SME-2024-00952,2026-02,7756871,2026-03-02,2026-02-15,15,Virtual Account,True
PAY-00952-202603,SME-2024-00952,2026-03,7869676,2026-03-27,2026-03-15,12,Cash,False
PAY-00952-202604,SME-2024-00952,2026-04,7597483,2026-04-30,2026-04-15,15,Virtual Account,True
PAY-00952-202605,SME-2024-00952,2026-05,7636205,2026-05-29,2026-05-15,14,Virtual Account,True
PAY-00952-202606,SME-2024-00952,2026-06,7683713,2026-07-02,2026-06-15,17,Bank Transfer,True
PAY-00953-202512,SME-2024-00953,2025-12,1733491,2025-12-26,2025-12-15,11,Auto-debit,False
PAY-00953-202601,SME-2024-00953,2026-01,1760111,2026-01-21,2026-01-15,6,Cash,True
PAY-00953-202602,SME-2024-00953,2026-02,1715654,2026-02-19,2026-02-15,4,Cash,False
PAY-00953-202603,SME-2024-00953,2026-03,1671023,2026-03-27,2026-03-15,12,Virtual Account,True
PAY-00953-202604,SME-2024-00953,2026-04,1689061,2026-05-01,2026-04-15,16,Auto-debit,False
PAY-00953-202605,SME-2024-00953,2026-05,1698321,2026-05-23,2026-05-15,8,Virtual Account,True
PAY-00953-202606,SME-2024-00953,2026-06,1684775,2026-07-02,2026-06-15,17,Virtual Account,True
PAY-00954-202511,SME-2024-00954,2025-11,6036603,2025-11-21,2025-11-15,6,Cash,False
PAY-00954-202512,SME-2024-00954,2025-12,5879805,2025-12-31,2025-12-15,16,Auto-debit,True
PAY-00954-202601,SME-2024-00954,2026-01,5953300,2026-02-02,2026-01-15,18,Virtual Account,False
PAY-00954-202602,SME-2024-00954,2026-02,5784962,2026-03-03,2026-02-15,16,Virtual Account,False
PAY-00954-202603,SME-2024-00954,2026-03,5828578,2026-03-30,2026-03-15,15,Bank Transfer,True
PAY-00954-202604,SME-2024-00954,2026-04,6003329,2026-05-01,2026-04-15,16,Bank Transfer,True
PAY-00954-202605,SME-2024-00954,2026-05,5881751,2026-05-28,2026-05-15,13,Virtual Account,True
PAY-00954-202606,SME-2024-00954,2026-06,5888595,2026-07-06,2026-06-15,21,Auto-debit,True
PAY-00955-202507,SME-2024-00955,2025-07,2338708,2025-07-22,2025-07-15,7,Cash,False
PAY-00955-202508,SME-2024-00955,2025-08,2411939,2025-08-18,2025-08-15,3,Bank Transfer,False
PAY-00955-202509,SME-2024-00955,2025-09,2358682,2025-09-24,2025-09-15,9,Virtual Account,False
PAY-00955-202510,SME-2024-00955,2025-10,2416635,2025-10-24,2025-10-15,9,Cash,True
PAY-00955-202511,SME-2024-00955,2025-11,5274437,2025-11-30,2025-11-15,15,Virtual Account,True
PAY-00955-202512,SME-2024-00955,2025-12,5156097,2025-12-23,2025-12-15,8,Auto-debit,False
PAY-00955-202601,SME-2024-00955,2026-01,5384160,2026-01-28,2026-01-15,13,Bank Transfer,False
PAY-00955-202602,SME-2024-00955,2026-02,5220697,2026-03-01,2026-02-15,14,Virtual Account,True
PAY-00955-202603,SME-2024-00955,2026-03,5150257,2026-03-29,2026-03-15,14,Cash,True
PAY-00955-202604,SME-2024-00955,2026-04,5124731,2026-04-29,2026-04-15,14,Bank Transfer,True
PAY-00955-202605,SME-2024-00955,2026-05,5197033,2026-06-05,2026-05-15,21,Virtual Account,True
PAY-00955-202606,SME-2024-00955,2026-06,5147452,2026-07-09,2026-06-15,24,Auto-debit,True
PAY-00956-202508,SME-2024-00956,2025-08,1234254,2025-08-21,2025-08-15,6,Virtual Account,False
PAY-00956-202509,SME-2024-00956,2025-09,1244089,2025-09-23,2025-09-15,8,Virtual Account,True
PAY-00956-202510,SME-2024-00956,2025-10,1174008,2025-10-24,2025-10-15,9,Bank Transfer,False
PAY-00956-202511,SME-2024-00956,2025-11,1204952,2025-11-25,2025-11-15,10,Bank Transfer,True
PAY-00956-202512,SME-2024-00956,2025-12,1205578,2025-12-27,2025-12-15,12,Virtual Account,False
PAY-00956-202601,SME-2024-00956,2026-01,12022194,2026-01-27,2026-01-15,12,Bank Transfer,True
PAY-00956-202602,SME-2024-00956,2026-02,11637425,2026-02-26,2026-02-15,11,Virtual Account,True
PAY-00956-202603,SME-2024-00956,2026-03,12044649,2026-03-23,2026-03-15,8,Cash,True
PAY-00956-202604,SME-2024-00956,2026-04,12095474,2026-05-05,2026-04-15,20,Cash,True
PAY-00956-202605,SME-2024-00956,2026-05,11909323,2026-06-05,2026-05-15,21,Virtual Account,True
PAY-00956-202606,SME-2024-00956,2026-06,12025958,2026-07-17,2026-06-15,32,Auto-debit,True
PAY-00957-202507,SME-2024-00957,2025-07,811141,2025-07-19,2025-07-15,4,Bank Transfer,False
PAY-00957-202508,SME-2024-00957,2025-08,786385,2025-08-19,2025-08-15,4,Virtual Account,False
PAY-00957-202509,SME-2024-00957,2025-09,802917,2025-09-19,2025-09-15,4,Bank Transfer,False
PAY-00957-202510,SME-2024-00957,2025-10,783445,2025-10-21,2025-10-15,6,Cash,False
PAY-00957-202511,SME-2024-00957,2025-11,785649,2025-11-24,2025-11-15,9,Cash,False
PAY-00957-202512,SME-2024-00957,2025-12,784613,2026-01-04,2025-12-15,20,Virtual Account,True
PAY-00957-202601,SME-2024-00957,2026-01,788614,2026-01-31,2026-01-15,16,Virtual Account,True
PAY-00957-202602,SME-2024-00957,2026-02,781952,2026-02-28,2026-02-15,13,Virtual Account,True
PAY-00957-202603,SME-2024-00957,2026-03,794460,2026-03-26,2026-03-15,11,Auto-debit,True
PAY-00957-202604,SME-2024-00957,2026-04,784657,2026-04-29,2026-04-15,14,Bank Transfer,False
PAY-00957-202605,SME-2024-00957,2026-05,811636,2026-06-04,2026-05-15,20,Auto-debit,True
PAY-00957-202606,SME-2024-00957,2026-06,769233,2026-07-03,2026-06-15,18,Virtual Account,True
PAY-00958-202511,SME-2024-00958,2025-11,1590197,2025-11-24,2025-11-15,9,Bank Transfer,False
PAY-00958-202512,SME-2024-00958,2025-12,1610260,2025-12-29,2025-12-15,14,Cash,True
PAY-00958-202601,SME-2024-00958,2026-01,1540266,2026-01-26,2026-01-15,11,Virtual Account,True
PAY-00958-202602,SME-2024-00958,2026-02,1567810,2026-02-26,2026-02-15,11,Virtual Account,False
PAY-00958-202603,SME-2024-00958,2026-03,1604232,2026-03-25,2026-03-15,10,Auto-debit,False
PAY-00958-202604,SME-2024-00958,2026-04,4457993,2026-04-30,2026-04-15,15,Auto-debit,True
PAY-00958-202605,SME-2024-00958,2026-05,4622286,2026-05-28,2026-05-15,13,Virtual Account,True
PAY-00958-202606,SME-2024-00958,2026-06,4443704,2026-07-04,2026-06-15,19,Auto-debit,True
PAY-00959-202507,SME-2024-00959,2025-07,10103798,2025-07-18,2025-07-15,3,Bank Transfer,True
PAY-00959-202508,SME-2024-00959,2025-08,10582044,2025-08-20,2025-08-15,5,Bank Transfer,False
PAY-00959-202509,SME-2024-00959,2025-09,10586410,2025-09-22,2025-09-15,7,Virtual Account,True
PAY-00959-202510,SME-2024-00959,2025-10,10061323,2025-10-20,2025-10-15,5,Virtual Account,True
PAY-00959-202511,SME-2024-00959,2025-11,10350307,2025-11-25,2025-11-15,10,Virtual Account,True
PAY-00959-202512,SME-2024-00959,2025-12,10588466,2025-12-22,2025-12-15,7,Bank Transfer,True
PAY-00959-202601,SME-2024-00959,2026-01,10497832,2026-01-27,2026-01-15,12,Auto-debit,False
PAY-00959-202602,SME-2024-00959,2026-02,10651584,2026-02-27,2026-02-15,12,Bank Transfer,False
PAY-00959-202603,SME-2024-00959,2026-03,10277195,2026-03-30,2026-03-15,15,Cash,True
PAY-00959-202604,SME-2024-00959,2026-04,10423780,2026-04-28,2026-04-15,13,Auto-debit,True
PAY-00959-202605,SME-2024-00959,2026-05,10534468,2026-06-07,2026-05-15,23,Auto-debit,True
PAY-00959-202606,SME-2024-00959,2026-06,10389072,2026-06-26,2026-06-15,11,Virtual Account,True
PAY-00960-202507,SME-2024-00960,2025-07,3547686,2025-07-21,2025-07-15,6,Bank Transfer,False
PAY-00960-202508,SME-2024-00960,2025-08,3380422,2025-08-20,2025-08-15,5,Bank Transfer,False
PAY-00960-202509,SME-2024-00960,2025-09,3478808,2025-09-23,2025-09-15,8,Bank Transfer,False
PAY-00960-202510,SME-2024-00960,2025-10,3486493,2025-10-24,2025-10-15,9,Bank Transfer,False
PAY-00960-202511,SME-2024-00960,2025-11,3457053,2025-11-24,2025-11-15,9,Bank Transfer,False
PAY-00960-202512,SME-2024-00960,2025-12,3476824,2025-12-26,2025-12-15,11,Auto-debit,False
PAY-00960-202601,SME-2024-00960,2026-01,3563645,2026-01-24,2026-01-15,9,Bank Transfer,False
PAY-00960-202602,SME-2024-00960,2026-02,3463592,2026-03-04,2026-02-15,17,Virtual Account,False
PAY-00960-202603,SME-2024-00960,2026-03,3396273,2026-04-04,2026-03-15,20,Virtual Account,True
PAY-00960-202604,SME-2024-00960,2026-04,6646685,2026-05-09,2026-04-15,24,Auto-debit,True
PAY-00960-202605,SME-2024-00960,2026-05,7378543,2026-06-01,2026-05-15,17,Bank Transfer,True
PAY-00960-202606,SME-2024-00960,2026-06,7580972,2026-07-02,2026-06-15,17,Auto-debit,True
PAY-00961-202507,SME-2024-00961,2025-07,3164621,2025-07-20,2025-07-15,5,Cash,False
PAY-00961-202508,SME-2024-00961,2025-08,4616848,2025-08-18,2025-08-15,3,Bank Transfer,True
PAY-00961-202509,SME-2024-00961,2025-09,4775162,2025-09-22,2025-09-15,7,Virtual Account,False
PAY-00961-202510,SME-2024-00961,2025-10,4881254,2025-10-27,2025-10-15,12,Virtual Account,False
