interaction_id,customer_id,interaction_date,channel,category,sentiment,resolution_status,response_time_minutes,follow_up_required
INT-00820-2152,SME-2024-00820,2026-02-02 12:23:00,WhatsApp,Billing,Positif,Resolved,41,False
INT-00820-2153,SME-2024-00820,2026-04-12 16:51:00,WhatsApp,Billing,Positif,Resolved,30,False
INT-00820-2154,SME-2024-00820,2026-05-05 17:07:00,Live Chat,Billing,Negatif,Resolved,69,False
INT-00821-2155,SME-2024-00821,2026-03-09 16:25:00,Phone,Billing,Netral,Resolved,6,False
INT-00821-2156,SME-2024-00821,2026-06-10 08:11:00,WhatsApp,General,Netral,Resolved,44,False
INT-00822-2157,SME-2024-00822,2026-06-24 17:51:00,Email,Billing,Negatif,Resolved,60,False
INT-00822-2158,SME-2024-00822,2026-06-01 16:47:00,Email,Upgrade,Positif,Resolved,42,False
INT-00822-2159,SME-2024-00822,2026-06-17 14:53:00,Live Chat,Billing,Negatif,Closed-no-solution,49,False
INT-00822-2160,SME-2024-00822,2026-06-17 12:46:00,Phone,General,Positif,Resolved,52,False
INT-00823-2161,SME-2024-00823,2026-03-02 17:07:00,Phone,General,Positif,Resolved,12,False
INT-00823-2162,SME-2024-00823,2026-04-04 15:17:00,WhatsApp,General,Positif,Resolved,28,False
INT-00823-2163,SME-2024-00823,2026-04-17 15:10:00,Email,Technical,Positif,Resolved,37,False
INT-00824-2164,SME-2024-00824,2026-02-08 17:01:00,Portal,Technical,Positif,Resolved,18,False
INT-00824-2165,SME-2024-00824,2026-05-12 13:36:00,WhatsApp,Technical,Positif,Resolved,5,False
INT-00825-2166,SME-2024-00825,2026-06-17 12:38:00,WhatsApp,General,Netral,Resolved,22,False
INT-00825-2167,SME-2024-00825,2026-06-17 12:08:00,WhatsApp,General,Netral,Resolved,5,False
INT-00826-2168,SME-2024-00826,2026-04-15 17:56:00,WhatsApp,Technical,Netral,Resolved,40,False
INT-00826-2169,SME-2024-00826,2026-05-12 15:35:00,Live Chat,Technical,Positif,Resolved,51,False
INT-00826-2170,SME-2024-00826,2026-02-19 14:44:00,Phone,Technical,Positif,Escalated,46,True
INT-00826-2171,SME-2024-00826,2026-03-15 16:07:00,WhatsApp,Technical,Positif,Pending,42,True
INT-00826-2172,SME-2024-00826,2026-06-04 13:44:00,WhatsApp,Technical,Netral,Resolved,49,False
INT-00827-2173,SME-2024-00827,2026-06-12 17:57:00,WhatsApp,Technical,Positif,Resolved,41,False
INT-00827-2174,SME-2024-00827,2026-05-14 09:14:00,Portal,Billing,Positif,Resolved,58,False
INT-00827-2175,SME-2024-00827,2026-06-03 13:49:00,Email,Technical,Netral,Resolved,32,False
INT-00827-2176,SME-2024-00827,2026-05-21 15:28:00,Live Chat,Upgrade,Positif,Resolved,39,False
INT-00827-2177,SME-2024-00827,2026-06-19 16:03:00,Live Chat,Billing,Netral,Escalated,48,True
INT-00829-2178,SME-2024-00829,2026-06-09 12:47:00,WhatsApp,Billing,Positif,Resolved,36,False
INT-00829-2179,SME-2024-00829,2026-04-08 11:00:00,Phone,General,Negatif,Pending,48,True
INT-00829-2180,SME-2024-00829,2026-04-22 08:18:00,WhatsApp,Technical,Netral,Resolved,34,False
INT-00830-2181,SME-2024-00830,2026-05-24 17:18:00,Email,Upgrade,Positif,Resolved,5,False
INT-00830-2182,SME-2024-00830,2026-06-13 10:28:00,Email,Billing,Positif,Resolved,14,False
INT-00830-2183,SME-2024-00830,2026-03-27 12:01:00,Email,Billing,Positif,Resolved,20,False
INT-00830-2184,SME-2024-00830,2026-05-22 08:30:00,Email,Billing,Negatif,Escalated,39,True
INT-00831-2185,SME-2024-00831,2026-03-04 08:49:00,Portal,Technical,Netral,Resolved,17,False
INT-00832-2186,SME-2024-00832,2026-06-01 11:45:00,Portal,Billing,Negatif,Resolved,41,False
INT-00832-2187,SME-2024-00832,2026-05-20 10:17:00,Phone,Upgrade,Negatif,Pending,47,True
INT-00832-2188,SME-2024-00832,2026-05-13 10:51:00,Phone,General,Positif,Escalated,43,True
INT-00832-2189,SME-2024-00832,2026-05-12 16:10:00,Portal,General,Netral,Resolved,38,False
INT-00833-2190,SME-2024-00833,2026-06-10 13:09:00,Email,Technical,Positif,Resolved,5,False
INT-00833-2191,SME-2024-00833,2026-05-11 10:27:00,Live Chat,Upgrade,Netral,Pending,51,True
INT-00835-2192,SME-2024-00835,2026-05-18 16:13:00,Phone,Billing,Positif,Resolved,44,False
INT-00835-2193,SME-2024-00835,2026-04-19 17:04:00,Portal,Technical,Negatif,Resolved,53,False
INT-00836-2194,SME-2024-00836,2026-06-13 10:39:00,Portal,Technical,Netral,Resolved,49,False
INT-00836-2195,SME-2024-00836,2026-06-04 17:44:00,Phone,General,Netral,Resolved,32,False
INT-00836-2196,SME-2024-00836,2026-06-25 17:59:00,WhatsApp,Upgrade,Negatif,Resolved,72,False
INT-00836-2197,SME-2024-00836,2026-06-19 17:28:00,WhatsApp,Technical,Netral,Resolved,43,False
INT-00837-2198,SME-2024-00837,2026-06-20 09:09:00,WhatsApp,General,Positif,Resolved,24,False
INT-00837-2199,SME-2024-00837,2026-06-22 11:00:00,Portal,Technical,Positif,Resolved,26,False
INT-00837-2200,SME-2024-00837,2026-04-24 13:30:00,Phone,Technical,Positif,Resolved,26,False
INT-00837-2201,SME-2024-00837,2026-05-06 11:22:00,Phone,General,Negatif,Resolved,72,False
INT-00837-2202,SME-2024-00837,2026-04-23 11:55:00,Phone,Technical,Positif,Pending,6,True
INT-00837-2203,SME-2024-00837,2026-06-22 11:11:00,Email,Upgrade,Positif,Resolved,24,False
INT-00838-2204,SME-2024-00838,2026-06-07 15:01:00,WhatsApp,Billing,Netral,Resolved,8,False
INT-00839-2205,SME-2024-00839,2026-06-03 12:55:00,Phone,Technical,Netral,Resolved,36,False
INT-00840-2206,SME-2024-00840,2026-04-17 15:11:00,Live Chat,Upgrade,Netral,Resolved,38,False
INT-00840-2207,SME-2024-00840,2026-05-21 12:39:00,WhatsApp,Billing,Negatif,Closed-no-solution,35,False
INT-00840-2208,SME-2024-00840,2026-06-01 09:55:00,Email,Technical,Negatif,Resolved,57,False
INT-00840-2209,SME-2024-00840,2026-06-15 16:54:00,WhatsApp,General,Netral,Resolved,33,False
INT-00840-2210,SME-2024-00840,2026-05-05 11:25:00,Email,Upgrade,Positif,Resolved,30,False
INT-00840-2211,SME-2024-00840,2026-05-04 12:35:00,Live Chat,Upgrade,Netral,Resolved,33,False
INT-00841-2212,SME-2024-00841,2026-03-23 17:46:00,Email,Billing,Positif,Resolved,32,False
INT-00841-2213,SME-2024-00841,2026-03-27 16:10:00,Phone,Technical,Netral,Escalated,27,True
INT-00841-2214,SME-2024-00841,2026-03-25 11:50:00,Email,General,Positif,Pending,43,True
INT-00842-2215,SME-2024-00842,2026-05-04 12:04:00,Portal,General,Positif,Resolved,24,False
INT-00842-2216,SME-2024-00842,2026-04-09 08:24:00,Live Chat,Technical,Netral,Resolved,8,False
INT-00843-2217,SME-2024-00843,2026-06-06 09:09:00,Phone,General,Positif,Resolved,17,False
INT-00843-2218,SME-2024-00843,2026-04-15 09:45:00,Portal,Upgrade,Netral,Resolved,41,False
INT-00843-2219,SME-2024-00843,2026-04-18 10:32:00,Live Chat,General,Positif,Resolved,53,False
INT-00843-2220,SME-2024-00843,2026-06-02 12:45:00,WhatsApp,Billing,Positif,Pending,31,True
INT-00844-2221,SME-2024-00844,2026-06-16 08:53:00,Portal,General,Netral,Resolved,31,False
INT-00845-2222,SME-2024-00845,2026-06-15 16:07:00,Live Chat,Technical,Positif,Resolved,5,False
INT-00845-2223,SME-2024-00845,2026-06-26 13:05:00,Portal,General,Positif,Resolved,39,False
INT-00846-2224,SME-2024-00846,2026-04-04 13:13:00,Email,Billing,Netral,Resolved,18,False
INT-00846-2225,SME-2024-00846,2026-06-14 14:03:00,Email,Upgrade,Netral,Escalated,24,True
INT-00847-2226,SME-2024-00847,2026-04-14 09:34:00,Email,Billing,Netral,Resolved,40,False
INT-00847-2227,SME-2024-00847,2026-04-10 17:31:00,Live Chat,General,Positif,Resolved,38,False
INT-00847-2228,SME-2024-00847,2026-02-05 17:15:00,WhatsApp,Upgrade,Netral,Resolved,35,False
INT-00848-2229,SME-2024-00848,2026-05-18 15:13:00,WhatsApp,Upgrade,Positif,Pending,24,True
INT-00848-2230,SME-2024-00848,2026-01-11 09:56:00,WhatsApp,Billing,Netral,Resolved,55,False
INT-00848-2231,SME-2024-00848,2026-03-13 15:13:00,WhatsApp,Technical,Netral,Pending,14,True
INT-00849-2232,SME-2024-00849,2026-06-26 16:00:00,Portal,Billing,Positif,Pending,5,True
INT-00850-2233,SME-2024-00850,2026-06-13 11:23:00,Phone,Billing,Positif,Pending,32,True
INT-00850-2234,SME-2024-00850,2026-06-23 11:32:00,WhatsApp,Technical,Positif,Resolved,23,False
INT-00851-2235,SME-2024-00851,2025-11-18 17:44:00,Email,Upgrade,Negatif,Closed-no-solution,53,False
INT-00851-2236,SME-2024-00851,2025-12-03 14:14:00,Email,Technical,Negatif,Closed-no-solution,74,False
INT-00851-2237,SME-2024-00851,2025-11-05 17:55:00,WhatsApp,Complaint,Negatif,Pending,49,True
INT-00851-2238,SME-2024-00851,2026-05-10 08:37:00,WhatsApp,Technical,Negatif,Resolved,60,False
INT-00851-2239,SME-2024-00851,2025-12-12 12:58:00,WhatsApp,Technical,Negatif,Resolved,41,False
INT-00851-2240,SME-2024-00851,2025-12-09 10:33:00,Email,Complaint,Negatif,Resolved,58,False
INT-00853-2241,SME-2024-00853,2025-11-09 12:21:00,Portal,Complaint,Positif,Resolved,49,False
INT-00853-2242,SME-2024-00853,2026-01-07 17:11:00,WhatsApp,Complaint,Negatif,Resolved,63,False
INT-00853-2243,SME-2024-00853,2026-02-25 08:52:00,Phone,Complaint,Positif,Resolved,16,False
INT-00854-2244,SME-2024-00854,2026-05-22 11:16:00,WhatsApp,Upgrade,Negatif,Resolved,37,False
INT-00855-2245,SME-2024-00855,2025-09-16 16:43:00,WhatsApp,Technical,Negatif,Escalated,45,True
INT-00855-2246,SME-2024-00855,2025-10-20 16:10:00,Phone,Technical,Negatif,Resolved,49,False
INT-00855-2247,SME-2024-00855,2025-11-20 15:20:00,WhatsApp,Complaint,Negatif,Escalated,56,True
INT-00855-2248,SME-2024-00855,2025-12-08 11:06:00,Phone,General,Negatif,Escalated,52,True
INT-00855-2249,SME-2024-00855,2025-09-24 17:15:00,WhatsApp,Technical,Negatif,Resolved,79,False
INT-00855-2250,SME-2024-00855,2025-08-08 08:14:00,Live Chat,Billing,Positif,Resolved,34,False
INT-00855-2251,SME-2024-00855,2025-11-06 08:35:00,WhatsApp,Technical,Negatif,Resolved,49,False
INT-00855-2252,SME-2024-00855,2026-04-23 10:57:00,WhatsApp,Technical,Negatif,Escalated,53,True
INT-00856-2253,SME-2024-00856,2025-12-10 15:51:00,Phone,Technical,Positif,Resolved,41,False
INT-00857-2254,SME-2024-00857,2025-08-16 14:36:00,Phone,Billing,Negatif,Resolved,31,False
INT-00857-2255,SME-2024-00857,2025-12-06 12:36:00,Phone,Complaint,Positif,Resolved,25,False
INT-00857-2256,SME-2024-00857,2026-02-03 11:24:00,Phone,Complaint,Positif,Resolved,16,False
INT-00857-2257,SME-2024-00857,2025-09-06 16:44:00,Phone,Billing,Negatif,Pending,45,True
INT-00858-2258,SME-2024-00858,2025-10-04 15:08:00,WhatsApp,Technical,Negatif,Pending,52,True
INT-00858-2259,SME-2024-00858,2026-04-02 15:57:00,Email,General,Positif,Escalated,31,True
INT-00858-2260,SME-2024-00858,2026-02-01 13:38:00,Email,Billing,Positif,Resolved,14,False
INT-00858-2261,SME-2024-00858,2026-05-09 10:43:00,Phone,Upgrade,Positif,Resolved,49,False
INT-00858-2262,SME-2024-00858,2025-11-01 12:24:00,Phone,Upgrade,Negatif,Resolved,36,False
INT-00859-2263,SME-2024-00859,2026-06-27 09:03:00,WhatsApp,General,Negatif,Resolved,53,False
INT-00859-2264,SME-2024-00859,2026-03-18 11:21:00,WhatsApp,Technical,Negatif,Pending,47,True
INT-00859-2265,SME-2024-00859,2026-03-06 08:35:00,Live Chat,Upgrade,Negatif,Resolved,50,False
INT-00859-2266,SME-2024-00859,2026-03-03 11:11:00,WhatsApp,Complaint,Negatif,Closed-no-solution,60,False
INT-00859-2267,SME-2024-00859,2026-06-20 17:10:00,Live Chat,General,Positif,Resolved,5,False
INT-00859-2268,SME-2024-00859,2026-05-11 15:11:00,WhatsApp,Complaint,Negatif,Resolved,34,False
INT-00859-2269,SME-2024-00859,2026-02-15 08:09:00,WhatsApp,Complaint,Negatif,Escalated,61,True
INT-00860-2270,SME-2024-00860,2025-12-10 15:38:00,Phone,Complaint,Positif,Resolved,13,False
INT-00860-2271,SME-2024-00860,2025-12-08 08:17:00,WhatsApp,Technical,Negatif,Escalated,49,True
INT-00860-2272,SME-2024-00860,2025-08-24 14:51:00,Portal,General,Positif,Escalated,18,True
INT-00862-2273,SME-2024-00862,2026-01-07 14:56:00,Phone,Complaint,Positif,Resolved,33,False
INT-00862-2274,SME-2024-00862,2025-12-13 12:50:00,WhatsApp,Technical,Negatif,Resolved,79,False
INT-00862-2275,SME-2024-00862,2026-05-08 08:12:00,Portal,General,Positif,Resolved,29,False
INT-00862-2276,SME-2024-00862,2025-12-16 15:34:00,Phone,Technical,Negatif,Resolved,62,False
INT-00864-2277,SME-2024-00864,2026-04-07 09:11:00,Phone,General,Positif,Escalated,45,True
INT-00864-2278,SME-2024-00864,2026-03-20 13:20:00,WhatsApp,Complaint,Negatif,Resolved,37,False
INT-00864-2279,SME-2024-00864,2025-11-24 11:28:00,Phone,Complaint,Negatif,Resolved,30,False
INT-00864-2280,SME-2024-00864,2025-09-06 11:31:00,WhatsApp,General,Positif,Resolved,48,False
INT-00864-2281,SME-2024-00864,2025-10-24 09:17:00,WhatsApp,Complaint,Negatif,Resolved,42,False
INT-00864-2282,SME-2024-00864,2025-11-14 11:28:00,Phone,Billing,Positif,Resolved,46,False
INT-00864-2283,SME-2024-00864,2025-11-07 14:15:00,Live Chat,Billing,Negatif,Pending,75,True
INT-00865-2284,SME-2024-00865,2026-01-14 10:40:00,Email,Billing,Positif,Resolved,39,False
INT-00865-2285,SME-2024-00865,2025-10-21 13:23:00,Phone,Complaint,Negatif,Escalated,60,True
INT-00865-2286,SME-2024-00865,2025-09-15 15:14:00,Phone,Complaint,Positif,Resolved,46,False
INT-00865-2287,SME-2024-00865,2026-05-19 12:59:00,WhatsApp,Technical,Negatif,Closed-no-solution,33,False
INT-00866-2288,SME-2024-00866,2025-12-17 12:50:00,WhatsApp,Upgrade,Negatif,Resolved,51,False
INT-00866-2289,SME-2024-00866,2026-03-17 14:56:00,Email,Complaint,Negatif,Closed-no-solution,78,False
INT-00867-2290,SME-2024-00867,2025-12-27 12:30:00,Phone,Billing,Negatif,Resolved,40,False
INT-00869-2291,SME-2024-00869,2026-06-20 09:57:00,Live Chat,General,Positif,Resolved,19,False
INT-00869-2292,SME-2024-00869,2025-11-25 12:59:00,WhatsApp,Complaint,Negatif,Resolved,56,False
INT-00870-2293,SME-2024-00870,2025-08-20 10:07:00,Portal,Technical,Positif,Resolved,61,False
INT-00870-2294,SME-2024-00870,2025-11-23 15:44:00,WhatsApp,Billing,Positif,Resolved,43,False
INT-00870-2295,SME-2024-00870,2026-04-04 12:29:00,Phone,Complaint,Positif,Pending,40,True
INT-00870-2296,SME-2024-00870,2026-05-21 15:28:00,WhatsApp,Billing,Positif,Resolved,18,False
INT-00870-2297,SME-2024-00870,2025-11-25 16:06:00,Email,Complaint,Negatif,Escalated,56,True
INT-00870-2298,SME-2024-00870,2026-05-26 17:39:00,Live Chat,Upgrade,Negatif,Resolved,56,False
INT-00871-2299,SME-2024-00871,2026-04-07 14:04:00,Live Chat,Complaint,Positif,Resolved,9,False
INT-00871-2300,SME-2024-00871,2026-03-10 10:39:00,Portal,Technical,Negatif,Pending,40,True
INT-00872-2301,SME-2024-00872,2025-10-26 11:56:00,Portal,Complaint,Positif,Resolved,10,False
INT-00872-2302,SME-2024-00872,2025-12-23 08:37:00,Phone,Billing,Negatif,Resolved,90,False
INT-00872-2303,SME-2024-00872,2026-06-15 12:53:00,WhatsApp,Complaint,Positif,Escalated,22,True
INT-00872-2304,SME-2024-00872,2026-06-23 12:34:00,WhatsApp,Complaint,Negatif,Resolved,45,False
INT-00872-2305,SME-2024-00872,2025-11-19 08:40:00,Email,Complaint,Positif,Resolved,20,False
INT-00872-2306,SME-2024-00872,2025-11-02 16:18:00,WhatsApp,General,Positif,Resolved,14,False
INT-00873-2307,SME-2024-00873,2026-06-09 17:02:00,WhatsApp,General,Negatif,Resolved,66,False
INT-00873-2308,SME-2024-00873,2025-12-03 09:02:00,Phone,Complaint,Negatif,Resolved,41,False
INT-00873-2309,SME-2024-00873,2026-06-18 15:12:00,WhatsApp,General,Positif,Resolved,32,False
INT-00873-2310,SME-2024-00873,2025-08-17 08:06:00,WhatsApp,Complaint,Negatif,Resolved,86,False
INT-00874-2311,SME-2024-00874,2026-05-25 13:30:00,Phone,Complaint,Positif,Resolved,10,False
INT-00874-2312,SME-2024-00874,2026-01-24 15:34:00,WhatsApp,Complaint,Positif,Resolved,5,False
INT-00874-2313,SME-2024-00874,2025-07-14 08:39:00,Phone,Complaint,Positif,Resolved,32,False
INT-00875-2314,SME-2024-00875,2025-09-20 15:47:00,WhatsApp,General,Negatif,Resolved,64,False
INT-00875-2315,SME-2024-00875,2026-01-05 16:52:00,Phone,Technical,Negatif,Pending,81,True
INT-00875-2316,SME-2024-00875,2026-03-03 12:31:00,WhatsApp,Complaint,Negatif,Resolved,68,False
INT-00875-2317,SME-2024-00875,2025-11-04 17:15:00,Portal,Complaint,Positif,Resolved,18,False
INT-00876-2318,SME-2024-00876,2025-08-08 14:04:00,Email,Complaint,Negatif,Closed-no-solution,40,False
INT-00876-2319,SME-2024-00876,2026-04-21 09:36:00,Email,Upgrade,Negatif,Resolved,27,False
INT-00877-2320,SME-2024-00877,2026-03-02 12:25:00,WhatsApp,Technical,Negatif,Resolved,64,False
INT-00877-2321,SME-2024-00877,2026-04-26 11:30:00,Phone,Technical,Positif,Resolved,30,False
INT-00877-2322,SME-2024-00877,2025-10-11 10:09:00,WhatsApp,Billing,Negatif,Escalated,46,True
INT-00877-2323,SME-2024-00877,2026-06-01 16:15:00,Phone,General,Negatif,Pending,59,True
INT-00878-2324,SME-2024-00878,2025-08-08 16:07:00,WhatsApp,Complaint,Negatif,Closed-no-solution,45,False
INT-00878-2325,SME-2024-00878,2025-11-26 16:55:00,Phone,Complaint,Positif,Resolved,24,False
INT-00878-2326,SME-2024-00878,2025-12-27 09:58:00,WhatsApp,Complaint,Negatif,Resolved,68,False
INT-00878-2327,SME-2024-00878,2025-10-26 11:09:00,Phone,Complaint,Negatif,Closed-no-solution,65,False
INT-00878-2328,SME-2024-00878,2026-06-07 14:37:00,Phone,Complaint,Positif,Resolved,16,False
INT-00878-2329,SME-2024-00878,2025-12-12 14:50:00,WhatsApp,General,Positif,Resolved,5,False
INT-00879-2330,SME-2024-00879,2026-03-10 11:39:00,Email,Billing,Negatif,Pending,79,True
INT-00880-2331,SME-2024-00880,2026-04-24 08:49:00,WhatsApp,Complaint,Negatif,Resolved,54,False
INT-00880-2332,SME-2024-00880,2026-01-24 14:51:00,Live Chat,Complaint,Negatif,Escalated,45,True
INT-00880-2333,SME-2024-00880,2026-03-23 08:32:00,Portal,Complaint,Positif,Resolved,35,False
INT-00880-2334,SME-2024-00880,2026-02-20 09:35:00,Portal,Technical,Negatif,Closed-no-solution,49,False
INT-00881-2335,SME-2024-00881,2025-10-13 12:50:00,WhatsApp,Technical,Negatif,Resolved,70,False
INT-00881-2336,SME-2024-00881,2026-01-05 17:08:00,Live Chat,General,Positif,Resolved,63,False
INT-00881-2337,SME-2024-00881,2025-08-04 10:27:00,WhatsApp,Billing,Negatif,Pending,51,True
INT-00881-2338,SME-2024-00881,2026-05-13 09:11:00,Phone,Complaint,Negatif,Pending,48,True
INT-00881-2339,SME-2024-00881,2025-12-11 12:24:00,Live Chat,General,Negatif,Resolved,76,False
INT-00881-2340,SME-2024-00881,2025-10-18 17:27:00,WhatsApp,Complaint,Negatif,Resolved,45,False
INT-00881-2341,SME-2024-00881,2026-05-01 15:00:00,Phone,Upgrade,Negatif,Resolved,47,False
INT-00881-2342,SME-2024-00881,2025-11-04 17:41:00,Live Chat,Complaint,Negatif,Resolved,54,False
INT-00881-2343,SME-2024-00881,2025-08-24 14:42:00,WhatsApp,Complaint,Negatif,Pending,62,True
INT-00881-2344,SME-2024-00881,2026-02-21 10:20:00,WhatsApp,Complaint,Negatif,Resolved,48,False
INT-00882-2345,SME-2024-00882,2025-11-27 13:46:00,Portal,Complaint,Positif,Resolved,18,False
INT-00882-2346,SME-2024-00882,2026-02-04 10:34:00,Phone,General,Negatif,Resolved,53,False
INT-00882-2347,SME-2024-00882,2025-12-17 14:23:00,Live Chat,Complaint,Negatif,Closed-no-solution,72,False
INT-00882-2348,SME-2024-00882,2025-09-17 10:57:00,Email,Complaint,Positif,Pending,64,True
INT-00883-2349,SME-2024-00883,2026-01-11 15:25:00,Email,Complaint,Negatif,Resolved,38,False
INT-00883-2350,SME-2024-00883,2026-02-03 17:08:00,Live Chat,Complaint,Negatif,Resolved,53,False
INT-00883-2351,SME-2024-00883,2026-05-14 15:26:00,Portal,General,Negatif,Escalated,65,True
INT-00883-2352,SME-2024-00883,2026-04-16 14:07:00,Portal,Technical,Positif,Resolved,31,False
INT-00883-2353,SME-2024-00883,2026-01-17 13:31:00,Phone,Complaint,Negatif,Pending,69,True
INT-00883-2354,SME-2024-00883,2025-12-16 15:45:00,Phone,Complaint,Negatif,Closed-no-solution,52,False
INT-00883-2355,SME-2024-00883,2026-01-08 14:38:00,Live Chat,General,Negatif,Pending,69,True
INT-00883-2356,SME-2024-00883,2025-12-25 12:10:00,Phone,Upgrade,Positif,Resolved,24,False
INT-00885-2357,SME-2024-00885,2026-02-13 17:33:00,Email,Complaint,Negatif,Resolved,67,False
INT-00886-2358,SME-2024-00886,2026-06-10 17:11:00,WhatsApp,Complaint,Negatif,Escalated,51,True
INT-00886-2359,SME-2024-00886,2025-11-06 14:14:00,Email,Complaint,Negatif,Resolved,55,False
INT-00886-2360,SME-2024-00886,2026-02-19 14:24:00,WhatsApp,Complaint,Negatif,Pending,60,True
INT-00887-2361,SME-2024-00887,2026-04-11 12:12:00,Live Chat,Technical,Positif,Pending,47,True
INT-00887-2362,SME-2024-00887,2026-02-23 10:32:00,WhatsApp,Complaint,Positif,Resolved,7,False
INT-00887-2363,SME-2024-00887,2026-03-09 15:10:00,WhatsApp,Complaint,Negatif,Resolved,69,False
INT-00887-2364,SME-2024-00887,2026-04-09 09:05:00,Phone,Complaint,Negatif,Resolved,42,False
INT-00887-2365,SME-2024-00887,2025-10-09 08:11:00,Email,Complaint,Negatif,Pending,32,True
INT-00887-2366,SME-2024-00887,2026-03-12 16:39:00,Live Chat,Complaint,Negatif,Resolved,58,False
INT-00887-2367,SME-2024-00887,2025-10-08 09:48:00,Phone,Upgrade,Positif,Escalated,17,True
INT-00887-2368,SME-2024-00887,2026-02-26 16:28:00,Live Chat,General,Negatif,Pending,49,True
INT-00887-2369,SME-2024-00887,2025-11-20 12:29:00,Phone,Complaint,Negatif,Escalated,51,True
INT-00888-2370,SME-2024-00888,2026-04-25 14:36:00,Email,Complaint,Positif,Resolved,35,False
INT-00888-2371,SME-2024-00888,2025-12-06 13:15:00,WhatsApp,Technical,Negatif,Closed-no-solution,46,False
INT-00888-2372,SME-2024-00888,2025-09-04 09:51:00,Phone,Complaint,Negatif,Resolved,68,False
INT-00888-2373,SME-2024-00888,2026-03-13 13:56:00,WhatsApp,Billing,Negatif,Pending,65,True
INT-00888-2374,SME-2024-00888,2026-05-25 16:33:00,Phone,Complaint,Negatif,Pending,27,True
INT-00889-2375,SME-2024-00889,2026-05-18 14:00:00,Live Chat,Complaint,Negatif,Pending,49,True
INT-00889-2376,SME-2024-00889,2025-07-20 10:33:00,WhatsApp,Complaint,Positif,Resolved,21,False
INT-00889-2377,SME-2024-00889,2026-02-11 11:09:00,Email,Billing,Negatif,Resolved,78,False
INT-00889-2378,SME-2024-00889,2026-06-03 12:21:00,Live Chat,Technical,Positif,Resolved,19,False
INT-00890-2379,SME-2024-00890,2025-07-07 13:10:00,Phone,Complaint,Positif,Resolved,34,False
INT-00890-2380,SME-2024-00890,2026-01-17 14:05:00,Live Chat,Complaint,Negatif,Pending,56,True
INT-00890-2381,SME-2024-00890,2025-09-05 08:48:00,WhatsApp,Complaint,Positif,Resolved,21,False
INT-00890-2382,SME-2024-00890,2026-06-01 15:58:00,Email,Complaint,Negatif,Pending,43,True
INT-00891-2383,SME-2024-00891,2026-03-15 16:35:00,WhatsApp,Complaint,Negatif,Resolved,78,False
INT-00891-2384,SME-2024-00891,2025-12-07 09:33:00,Email,Upgrade,Negatif,Escalated,60,True
INT-00891-2385,SME-2024-00891,2025-09-14 16:00:00,Phone,Complaint,Positif,Resolved,5,False
INT-00891-2386,SME-2024-00891,2026-02-13 17:05:00,Email,General,Positif,Resolved,42,False
INT-00891-2387,SME-2024-00891,2025-11-02 08:23:00,Email,Upgrade,Positif,Resolved,39,False
INT-00891-2388,SME-2024-00891,2025-07-05 11:11:00,WhatsApp,Complaint,Negatif,Resolved,73,False
INT-00892-2389,SME-2024-00892,2026-03-05 17:33:00,Email,Complaint,Negatif,Pending,41,True
INT-00892-2390,SME-2024-00892,2026-04-17 17:11:00,WhatsApp,Complaint,Negatif,Closed-no-solution,53,False
INT-00892-2391,SME-2024-00892,2026-03-08 13:37:00,Portal,Complaint,Negatif,Escalated,49,True
INT-00892-2392,SME-2024-00892,2026-02-19 13:48:00,WhatsApp,Complaint,Positif,Resolved,26,False
INT-00892-2393,SME-2024-00892,2026-04-24 14:55:00,WhatsApp,Complaint,Negatif,Resolved,63,False
INT-00894-2394,SME-2024-00894,2025-10-16 09:09:00,WhatsApp,Complaint,Negatif,Resolved,40,False
INT-00894-2395,SME-2024-00894,2026-03-05 12:46:00,Phone,Complaint,Negatif,Resolved,62,False
INT-00894-2396,SME-2024-00894,2025-12-25 13:19:00,Phone,Complaint,Negatif,Resolved,66,False
INT-00894-2397,SME-2024-00894,2025-11-04 17:42:00,Live Chat,Complaint,Negatif,Closed-no-solution,44,False
INT-00894-2398,SME-2024-00894,2025-08-20 12:30:00,WhatsApp,Complaint,Negatif,Resolved,42,False
INT-00895-2399,SME-2024-00895,2025-11-22 09:23:00,Phone,Complaint,Negatif,Closed-no-solution,41,False
INT-00895-2400,SME-2024-00895,2026-02-15 14:24:00,Email,Technical,Positif,Resolved,20,False
INT-00895-2401,SME-2024-00895,2025-11-14 12:53:00,Phone,Complaint,Negatif,Resolved,75,False
INT-00895-2402,SME-2024-00895,2025-11-01 11:35:00,Phone,Technical,Negatif,Escalated,55,True
INT-00897-2403,SME-2024-00897,2026-05-17 13:01:00,WhatsApp,General,Negatif,Escalated,62,True
INT-00897-2404,SME-2024-00897,2026-01-12 17:22:00,WhatsApp,Complaint,Positif,Resolved,30,False
INT-00898-2405,SME-2024-00898,2026-05-13 17:05:00,Email,Complaint,Positif,Resolved,25,False
INT-00898-2406,SME-2024-00898,2025-07-02 12:21:00,Portal,Billing,Positif,Resolved,50,False
INT-00898-2407,SME-2024-00898,2025-12-26 08:24:00,WhatsApp,Complaint,Positif,Resolved,42,False
INT-00898-2408,SME-2024-00898,2025-07-20 10:38:00,Portal,General,Negatif,Resolved,45,False
INT-00899-2409,SME-2024-00899,2026-03-12 15:30:00,Email,Complaint,Negatif,Resolved,69,False
